股票代码,股票名称,综合分
002867,周大生,100.0
301050,雷电微力,100.0
603167,渤海轮渡,100.0
603279,景津装备,100.0
603885,吉祥航空,99.53
603131,上海沪工,99.52
605305,中际联合,99.49
603939,益丰药房,98.99
000729,燕京啤酒,98.82
300772,运达股份,98.63
688032,禾迈股份,98.38
601567,三星电气,98.18
688093,世华科技,98.16
688218,江苏北人,97.98
000423,东阿阿胶,97.79
603187,海容冷链,97.68
603004,鼎龙科技,97.67
603092,德力佳,97.06
603698,航天工程,96.75
002935,天奥电子,96.3
603288,海天味业,96.19
605266,健之佳,96.15
300274,阳光电源,95.97
301656,联合动力,95.86
000786,北新建材,95.78
002701,奥瑞金,95.7
601117,中国化学,95.39
600258,首旅酒店,95.26
300376,易事特,95.01
001332,锡装股份,94.91
002565,顺灏股份,94.6
000885,城发环境,94.49
688599,天合光能,94.16
300904,威力传动,94.09
688100,威胜信息,93.76
002459,晶澳科技,93.46
002227,*ST特迅,93.4
600276,恒瑞医药,93.37
002737,葵花药业,93.35
300626,华瑞股份,93.21
