code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
600926,2025-11-24,2025-11-26,15.095,15.105,300,0.06,trend_break
000807,2025-11-24,2025-11-27,22.863,24.066,100,5.26,take_partial
603636,2025-11-24,2025-11-28,13.664,14.416,100,5.5,take_partial
000807,2025-11-24,2025-11-28,22.863,24.326,100,6.4,take_partial_final
603556,2025-11-24,2025-12-01,32.082,34.066,100,6.18,take_partial_final
601009,2025-11-24,2025-12-02,11.231,11.788,100,4.96,take_partial
603636,2025-11-24,2025-12-02,13.664,14.525,200,6.31,take_partial_final
601600,2025-11-24,2025-12-03,10.42,10.849,100,4.11,take_partial
601963,2025-11-24,2025-12-03,10.671,11.089,200,3.92,take_partial
601963,2025-11-24,2025-12-03,10.671,11.089,600,3.92,take_band
601600,2025-11-24,2025-12-05,10.42,11.209,300,7.57,take_partial_final
601009,2025-11-24,2025-12-08,11.231,11.179,300,-0.47,max_hold
600690,2025-11-24,2025-12-08,25.976,26.054,100,0.3,max_hold
601988,2025-11-24,2025-12-08,6.056,5.594,800,-7.62,max_hold
601857,2025-11-24,2025-12-08,9.76,9.57,500,-1.94,max_hold
601398,2025-11-24,2025-12-08,7.878,7.662,700,-2.74,max_hold
601229,2025-11-24,2025-12-08,9.79,9.421,700,-3.77,max_hold
600036,2025-11-24,2025-12-08,40.931,40.929,100,-0.0,max_hold
601328,2025-11-24,2025-12-08,7.277,7.113,1100,-2.26,max_hold
