股票代码,股票名称,综合分
000017,深中华A,61.12
000042,中洲控股,61.12
000065,北方国际,61.12
000779,甘咨询,61.12
000887,中鼎股份,61.12
001218,丽臣实业,61.12
001237,惠康科技,61.12
001306,夏厦精密,61.12
001356,富岭股份,61.12
002009,天奇股份,61.12
002019,亿帆医药,61.12
002084,海鸥住工,61.12
002168,ST惠程,61.12
002232,启明信息,61.12
002277,友阿股份,61.12
002365,永安药业,61.12
002414,高德红外,61.12
002416,爱施德,61.12
002432,九安医疗,61.12
002438,江苏神通,61.12
002677,浙江美大,61.12
002773,康弘药业,61.12
002883,*ST中设,61.12
002903,宇环数控,61.12
002967,广电计量,61.12
300009,安科生物,61.12
300024,机器人,61.12
300046,台基股份,61.12
300122,智飞生物,61.12
300161,华中数控,61.12
300210,森远股份,61.12
300233,金城医药,61.12
300598,诚迈科技,61.12
300801,泰和科技,61.12
301638,南网数字,61.12
301656,联合动力,61.12
600160,巨化股份,61.12
600289,ST信通,61.12
600326,西藏天路,61.12
600415,小商品城,61.12
