code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
300137,2026-08-18,2026-08-19,12.933,11.658,200,-9.86,trend_break
002903,2026-08-18,2026-08-19,29.189,27.852,100,-4.58,trend_break
603580,2026-08-18,2026-08-19,60.01,67.922,100,13.18,take_partial_final
000592,2026-08-18,2026-08-19,6.557,6.174,200,-5.84,trend_break
001260,2026-08-18,2026-08-20,20.38,17.423,200,-14.51,stop_hard
603601,2026-08-18,2026-08-20,10.13,9.171,200,-9.47,stop_hard
001311,2026-08-18,2026-08-24,18.599,17.445,100,-6.2,stop_hard
301008,2026-08-18,2026-08-31,40.37,41.109,100,1.83,max_hold
603990,2026-08-18,2026-08-31,23.383,20.46,100,-12.5,stop_hard
300290,2026-08-18,2026-08-31,5.996,5.914,400,-1.37,max_hold
