code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
002155,2026-09-04,2026-09-09,27.527,28.422,100,3.25,take_band
601212,2026-09-04,2026-09-11,7.548,6.344,300,-15.95,stop_hard
301127,2026-09-04,2026-09-15,18.198,16.653,300,-8.49,trend_break
601156,2026-09-04,2026-09-15,19.099,17.872,300,-6.42,trend_break
601225,2026-09-04,2026-09-16,26.306,25.664,200,-2.44,max_hold
601985,2026-09-04,2026-09-16,9.109,9.091,600,-0.2,max_hold
300192,2026-09-04,2026-09-16,19.009,18.282,100,-3.83,max_hold
600547,2026-09-04,2026-09-16,38.038,35.095,100,-7.74,max_hold
000506,2026-09-04,2026-09-16,21.011,19.57,100,-6.86,max_hold
001337,2026-09-04,2026-09-16,55.155,52.418,100,-4.96,max_hold
603565,2026-09-04,2026-09-16,12.472,11.608,100,-6.93,max_hold
