股票代码,股票名称,综合分
600363,联创光电,72.99
600530,交大昂立,71.36
603418,友升股份,69.99
600930,华电新能,69.64
000793,*ST华闻,69.55
601985,中国核电,68.9
600642,申能股份,68.66
600179,安通控股,68.65
603668,天马科技,68.59
603606,东方电缆,68.59
600035,楚天高速,68.56
002034,旺能环境,68.39
000521,长虹美菱,68.34
601199,江南水务,68.19
600029,南方航空,68.1
002670,国盛证券,68.03
001289,龙源电力,67.9
600461,洪城环境,67.83
601868,中国能建,67.81
603856,东宏股份,67.73
603111,康尼机电,67.7
603194,中力股份,67.56
002011,盾安环境,67.51
600905,三峡能源,67.42
002191,劲嘉股份,67.35
002706,良信股份,67.19
603811,诚意药业,67.13
600269,赣粤高速,67.08
601456,国联民生,67.04
002641,公元股份,67.0
601518,吉林高速,66.96
600107,*ST尔雅,66.95
688213,思特威,66.85
600011,华能国际,66.79
603501,豪威集团,66.74
603566,普莱柯,66.71
600023,浙能电力,66.69
600283,钱江水利,66.66
000915,华特达因,66.65
603271,永杰新材,66.65
