code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
688249,2026-07-16,2026-07-17,49.049,45.055,100,-8.14,trend_break
600887,2026-07-16,2026-07-20,25.956,26.973,100,3.92,take_partial_final
002774,2026-07-16,2026-07-21,15.996,14.062,100,-12.09,stop_hard
601816,2026-07-16,2026-07-22,4.689,4.91,100,4.7,take_partial
600886,2026-07-16,2026-07-22,14.006,14.777,100,5.51,take_partial
600900,2026-07-16,2026-07-22,27.878,29.061,100,4.24,take_partial_final
603137,2026-07-16,2026-07-22,32.082,22.957,100,-28.44,stop_hard
601816,2026-07-16,2026-07-23,4.689,4.94,500,5.34,take_partial_final
600886,2026-07-16,2026-07-23,14.006,14.597,100,4.22,take_partial_final
600018,2026-07-16,2026-07-28,5.09,5.155,500,1.27,max_hold
002958,2026-07-16,2026-07-28,2.953,3.027,1000,2.51,max_hold
601169,2026-07-16,2026-07-28,5.085,5.085,600,-0.0,max_hold
