股票代码,股票名称,综合分
601985,中国核电,73.9
601669,中国电建,70.59
601005,重庆钢铁,70.33
002091,江苏国泰,69.46
000750,国海证券,69.39
600170,上海建工,68.2
600517,国网英大,67.84
000898,鞍钢股份,67.64
600760,中航沈飞,67.44
600916,中国黄金,67.42
600027,华电国际,67.3
603279,景津装备,66.77
601997,贵阳银行,66.74
003816,中国广核,66.59
002797,第一创业,66.52
600132,重庆啤酒,66.51
000157,中联重科,66.43
600633,浙数文化,66.41
002761,浙江建投,66.31
600871,石化油服,66.22
000625,长安汽车,66.15
000550,江铃汽车,66.1
600168,武汉控股,65.98
600905,三峡能源,65.94
601200,上海环境,65.94
601800,中国交建,65.83
000156,华数传媒,65.65
600528,中铁工业,65.45
601860,紫金银行,65.43
600959,江苏有线,65.41
600874,创业环保,65.26
002304,洋河股份,65.18
002073,软控股份,65.15
601568,北元化工,65.14
002302,西部建设,65.1
000709,河钢股份,65.09
601022,宁波远洋,64.78
600761,安徽合力,64.76
000623,吉林敖东,64.74
600004,白云机场,64.62
