股票代码,股票名称,综合分
300187,永清环保,78.27
601611,中国核建,78.24
000903,ST云动,77.82
300976,达瑞电子,77.76
300569,天能重工,77.73
603275,众辰科技,77.55
001316,润贝航科,77.26
603306,华懋科技,77.19
600234,科新发展,77.18
603179,新泉股份,77.07
603185,弘元绿能,77.05
603106,恒银科技,76.92
300232,洲明科技,76.72
001205,盛航股份,76.57
603092,德力佳,76.2
603613,国联股份,76.18
300414,中光防雷,75.87
600630,龙头股份,75.82
300386,飞天诚信,75.7
301275,汉朔科技,75.67
002662,峰璟股份,75.27
300120,经纬辉开,75.23
300678,中科信息,75.15
600268,国电南自,75.02
300101,振芯科技,74.8
603926,铁流股份,74.15
688100,威胜信息,74.07
301152,天力锂能,73.8
000012,南  玻Ａ,73.7
603626,科森科技,73.39
002633,申科股份,73.32
688636,智明达,73.24
688299,长阳科技,73.05
001298,好上好,72.56
601021,春秋航空,72.18
002036,联创电子,71.93
603272,*ST联翔,71.69
688223,晶科能源,71.52
300051,琏升科技,71.3
301636,泽润新能,71.24
