板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
物流,1,3,0,0,2,3.0,5.0,NEW
消费,1,3,0,0,3,3.0,5.0,NEW
传媒,1,0,0,11,4,0.0,2.0,NEW
通信,1,0,2,4,1,-2.0,0.0,NEW
