code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
600776,2026-09-08,2026-09-09,13.283,14.016,100,5.52,take_partial
300061,2026-09-08,2026-09-09,6.517,7.073,400,8.54,take_partial
600023,2026-09-08,2026-09-09,4.845,5.015,1300,3.51,take_band
600566,2026-09-08,2026-09-09,25.726,25.734,200,0.03,trend_break
600776,2026-09-08,2026-09-09,13.283,14.016,400,5.52,take_band
001286,2026-09-08,2026-09-09,9.459,9.67,700,2.23,trend_break
600930,2026-09-08,2026-09-09,3.884,3.956,1800,1.86,trend_break
000513,2026-09-08,2026-09-09,27.187,27.323,200,0.5,trend_break
300458,2026-09-08,2026-09-09,31.582,30.609,200,-3.08,trend_break
300061,2026-09-08,2026-09-09,6.517,7.073,900,8.54,take_band
601868,2026-09-08,2026-09-09,2.472,2.507,400,1.42,trend_break
000883,2026-09-08,2026-09-10,4.454,4.575,1600,2.72,trend_break
600926,2026-09-08,2026-09-10,17.047,17.662,100,3.61,take_band
600919,2026-09-08,2026-09-10,12.182,12.607,100,3.49,take_band
601997,2026-09-08,2026-09-11,5.536,5.614,1200,1.42,trend_break
