股票代码,股票名称,建议买入价
600801,华新建材,23.1
002020,京新药业,17.78
600315,上海家化,22.21
000983,山西焦煤,6.22
601898,中煤能源,12.35
600970,中材国际,9.62
000915,华特达因,30.32
601156,东航物流,17.15
600196,复星医药,26.0
603298,杭叉集团,26.01
600223,福瑞达,7.21
600900,长江电力,25.57
000534,万泽股份,20.85
601598,中国外运,5.73
601857,中国石油,9.34
600894,广日股份,8.55
601225,陕西煤业,20.46
600060,海信视像,22.59
