股票代码,股票名称,综合分
603167,渤海轮渡,76.01
600941,中国移动,74.6
600479,千金药业,73.87
600050,中国联通,73.81
601006,大秦铁路,73.74
000538,云南白药,73.72
601158,重庆水务,73.65
600572,康恩贝,73.63
001227,兰州银行,73.11
600900,长江电力,72.98
601228,XD广州港,72.88
000895,双汇发展,72.75
000498,山东路桥,72.58
002901,大博医疗,72.45
001213,中铁特货,72.44
000651,格力电器,72.4
601607,上海医药,72.36
002911,佛燃能源,72.28
603235,天新药业,72.12
601668,XD中国建,72.12
002867,周大生,71.96
600332,白云山,71.91
601818,光大银行,71.8
601200,上海环境,71.79
600035,楚天高速,71.77
002032,苏 泊 尔,71.72
603639,海利尔,71.64
601000,唐山港,71.57
600018,上港集团,71.56
601169,北京银行,71.53
600036,招商银行,71.52
002884,凌霄泵业,71.42
600919,江苏银行,71.41
601333,广深铁路,71.39
603508,思维列控,71.38
600305,恒顺醋业,71.21
000088,盐 田 港,71.19
002385,大北农,71.18
600039,四川路桥,71.18
000848,承德露露,71.16
