板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
汽车,1,4,0,3,14,5.6,7.6,NEW
石油石化,1,5,0,0,15,5.0,7.0,NEW
氢能源,1,5,0,0,15,5.0,7.0,NEW
物流,1,1,0,2,5,1.0,3.0,NEW
一带一路,1,0,0,0,2,0.0,2.0,NEW
军工,1,0,0,0,0,0.0,2.0,+0.0
消费,1,0,0,0,0,0.0,2.0,NEW
传媒,1,3,6,9,6,-2.2,-0.20000000000000018,NEW
教育,1,3,6,9,6,-2.2,-0.20000000000000018,NEW
