股票代码,股票名称,综合分
000863,三湘印象,97.42
002763,汇洁股份,97.42
600028,中国石化,97.42
601963,重庆银行,97.42
001323,慕思股份,85.57
001872,招商港口,85.57
001965,招商公路,85.57
002032,苏 泊 尔,85.57
002242,九阳股份,85.57
301115,联检科技,85.57
600132,重庆啤酒,85.57
600201,生物股份,85.57
600350,山东高速,85.57
600674,川投能源,85.57
600753,ST海钦,85.57
600900,长江电力,85.57
600905,三峡能源,85.57
600925,苏能股份,85.57
600987,航民股份,85.57
601128,常熟银行,85.57
601158,重庆水务,85.57
601838,成都银行,85.57
603137,恒尚节能,85.57
603235,天新药业,85.57
603700,宁水集团,85.57
002969,嘉美包装,84.72
300087,ST荃银,81.12
000028,国药一致,73.72
000429,粤高速Ａ,73.72
000538,云南白药,73.72
000544,中原环保,73.72
000635,英 力 特,73.72
000651,格力电器,73.72
002014,永新股份,73.72
002116,中国海诚,73.72
002508,老板电器,73.72
002661,克明食品,73.72
600012,皖通高速,73.72
600025,华能水电,73.72
600084,*ST尼雅,73.72
