股票代码,股票名称,建议买入价
605183,确成股份,13.45
000983,山西焦煤,5.82
603848,好太太,12.27
600315,上海家化,16.7
600060,海信视像,25.21
600508,上海能源,7.58
001286,陕西能源,9.98
002159,三特索道,12.15
600352,浙江龙盛,11.49
600754,锦江酒店,17.49
603238,诺邦股份,10.73
