股票代码,股票名称,综合分
600497,驰宏锌锗,100.0
000960,锡业股份,94.73
002237,恒邦股份,94.73
002371,北方华创,94.73
300476,胜宏科技,94.73
300604,长川科技,94.73
600183,生益科技,94.73
603328,依顿电子,94.73
000060,中金岭南,87.81
000751,锌业股份,87.81
000878,云南铜业,87.81
000962,东方钽业,87.81
002106,莱宝高科,87.81
002837,英维克,87.81
002851,麦格米特,87.81
002916,深南电路,87.81
300285,国瓷材料,87.81
300308,中际旭创,87.81
300868,杰美特,87.81
600114,东睦股份,87.81
600392,盛和资源,87.81
600531,豫光金铅,87.81
600549,厦门钨业,87.81
600601,方正科技,87.81
601208,东材科技,87.81
603083,剑桥科技,87.81
603124,江南新材,87.81
603459,红板科技,87.81
603588,高能环境,87.81
688008,澜起科技,87.81
688183,生益电子,87.81
688469,芯联集成,87.81
688498,源杰科技,87.81
688525,佰维存储,87.81
688143,长盈通,84.04
000021,深科技,80.89
000050,深天马Ａ,80.89
000100,TCL科技,80.89
000630,铜陵有色,80.89
000725,京东方Ａ,80.89
