板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
电力,2,2,0,3,5,3.6,7.6,+1.6
军工,1,2,0,0,0,2.0,4.0,+2.0
教育,1,1,0,17,2,1.0,3.0,NEW
传媒,1,0,0,2,0,0.0,2.0,NEW
物流,1,0,0,0,2,0.0,2.0,NEW
