股票代码,股票名称,综合分
600062,华润双鹤,77.62
603565,中谷物流,71.65
601012,隆基绿能,70.84
000829,天音控股,70.21
600436,片仔癀,69.72
000423,东阿阿胶,68.62
601187,厦门银行,68.28
300158,振东制药,68.05
688429,时创能源,67.67
000631,顺发恒能,66.94
002898,赛隆退,66.92
002803,吉宏股份,66.62
603806,福斯特,66.34
605068,明新旭腾,66.24
002385,大北农,66.17
603402,陕西旅游,66.17
688567,孚能科技,65.81
300142,沃森生物,65.72
603301,振德医疗,65.47
301109,军信股份,65.03
002923,润都股份,64.9
002745,木林森,64.86
600641,先导基电,64.67
600563,法拉电子,64.48
000977,浪潮信息,64.47
000568,泸州老窖,64.38
300724,捷佳伟创,64.21
002930,宏川智慧,64.13
300988,津荣天宇,64.04
000661,长春高新,63.83
002717,*ST岭南,63.8
603488,展鹏科技,63.56
603185,弘元绿能,63.21
603898,好莱客,63.19
603373,安邦护卫,63.16
301159,三维天地,63.14
603559,中通国脉,62.51
600173,卧龙新能,62.25
601001,晋控煤业,62.06
002627,三峡旅游,62.04
