股票代码,股票名称,综合分
601330,,86.64
600023,,84.65
601868,,84.59
600688,,83.66
601669,,82.59
600982,,81.91
601117,,81.3
000012,,81.16
001289,,80.37
688538,,80.08
002981,,80.08
600163,,79.53
002608,,79.31
002051,,79.3
001237,,79.15
600152,,79.04
002039,,78.96
600075,,78.45
000791,,78.39
000993,,78.39
601016,,78.25
600509,,78.1
603109,,77.99
600021,,77.7
600568,,77.68
600780,,77.64
000600,,77.29
000591,,77.11
300185,,77.09
000601,,77.02
600236,,76.99
600956,,76.92
600011,,76.89
600032,,76.71
300057,,76.48
300301,,76.42
600995,,76.41
002310,,76.32
300651,,76.24
000543,,76.21
