股票代码,股票名称,综合分
600900,长江电力,100.0
600025,华能水电,98.03
601963,重庆银行,98.03
000028,国药一致,85.92
000088,盐 田 港,85.92
000505,京粮控股,85.92
000598,兴蓉环境,85.92
000635,英 力 特,85.92
001965,招商公路,85.92
002014,永新股份,85.92
002032,苏 泊 尔,85.92
002818,富森美,85.92
600028,中国石化,85.92
600132,重庆啤酒,85.92
600335,国机汽车,85.92
600511,国药股份,85.92
600750,华润江中,85.92
600753,ST海钦,85.92
600925,苏能股份,85.92
600987,航民股份,85.92
601158,重庆水务,85.92
000429,粤高速Ａ,73.82
000863,三湘印象,73.82
000900,现代投资,73.82
002242,九阳股份,73.82
002327,富安娜,73.82
002763,汇洁股份,73.82
300087,ST荃银,73.82
600012,皖通高速,73.82
600350,山东高速,73.82
600377,宁沪高速,73.82
600566,济川药业,73.82
600572,康恩贝,73.82
600795,国电电力,73.82
600803,新奥股份,73.82
600905,三峡能源,73.82
600908,无锡银行,73.82
600941,中国移动,73.82
601000,唐山港,73.82
601018,宁波港,73.82
