num_trades,initial_capital,ending_total,total_return,max_drawdown,win_rate,avg_return,avg_win,avg_loss,profit_factor,sharpe,strategies,signal_mode,date,run_date,signal_start,signal_end,hold_days,exit_mode,size_mode,vol_mode,dd_breaker_dd,dd_breaker_extra_cash,capital_scale,cash_pct,signals_days,codes_count,start,end,bench_return,bench_return_exposed,excess_return
14,100000.0,99463.21,-0.54,-0.87,42.9,-0.3,4.24,-3.7,0.86,-1.12,"cctv,relativity,theme",forward,20260722,20260912,2026-07-22,2026-07-22,12,boll_upper_take+take6%+trailing5%+MA60break,adaptive_weight(权重),scaled_stop+pos0.3,1.72,0,0.3,70.0,1,15,2026-07-22,2026-08-03,-3.69,-1.11,0.57
