股票代码,股票名称,综合分
000088,盐 田 港,76.24
603167,渤海轮渡,76.21
601228,XD广州港,75.68
000828,东莞控股,75.44
601816,京沪高铁,75.19
601186,中国铁建,74.96
600018,上港集团,74.96
601456,国联民生,74.94
600017,日照港,74.85
601098,中南传媒,74.84
601326,秦港股份,74.61
000651,格力电器,74.59
601018,宁波港,74.51
600016,民生银行,74.43
601169,北京银行,74.38
601009,南京银行,74.35
000900,现代投资,74.31
601158,重庆水务,74.23
601668,XD中国建,74.18
001213,中铁特货,74.1
600897,厦门空港,74.09
001227,兰州银行,74.03
600004,白云机场,74.02
600177,雅戈尔,73.95
600941,中国移动,73.93
000001,平安银行,73.93
601997,贵阳银行,73.77
600398,海澜之家,73.72
600125,铁龙物流,73.66
600064,南京高科,73.62
600050,中国联通,73.61
601818,光大银行,73.58
600820,隧道股份,73.57
600926,杭州银行,73.52
000972,中基健康,73.51
600919,江苏银行,73.5
600874,创业环保,73.43
000333,美的集团,73.41
601128,常熟银行,73.39
600035,楚天高速,73.36
