板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
人工智能,2,3,0,5,12,3.0,7.0,NEW
石油石化,3,0,0,0,2,0.0,6.0,NEW
农业,1,0,0,0,1,0.0,2.0,NEW
军工,1,0,0,0,1,0.0,2.0,+0.0
航空机场,1,0,0,0,0,0.0,2.0,NEW
消费,1,0,1,1,0,-1.0,1.0,NEW
食品,1,0,1,1,0,-1.0,1.0,-3.8
