code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
600667,2026-07-06,2026-07-07,30.33,25.755,100,-15.09,stop_hard
001229,2026-07-06,2026-07-07,35.996,38.781,100,7.74,take_partial_final
600316,2026-07-06,2026-07-07,29.449,28.342,100,-3.76,trend_break
300192,2026-07-06,2026-07-07,13.083,11.928,200,-8.83,trend_break
002648,2026-07-06,2026-07-07,23.604,23.666,100,0.27,trend_break
603281,2026-07-06,2026-07-08,25.576,23.746,100,-7.15,trend_break
603928,2026-07-06,2026-07-08,14.685,16.344,100,11.3,take_partial_final
600150,2026-07-06,2026-07-08,36.567,35.534,100,-2.82,trend_break
600900,2026-07-06,2026-07-10,26.186,27.223,100,3.96,take_partial_final
002976,2026-07-06,2026-07-20,26.456,21.279,100,-19.57,stop_hard
