序号,股票代码,股票简称,最新价,阶段涨跌幅,连续换手率,资金流入净额
1215,601319,中国人保,9.92,9.86%,2.36%,2.26亿
1216,600141,兴发集团,38.4,9.84%,20.79%,3.76亿
1217,665,湖北广电,6.03,9.84%,65.53%,-6.35亿
1218,301139,元道通信,20.22,9.83%,57.82%,1109.66万
1219,526,学大教育,41.79,9.83%,25.87%,3233.13万
1220,600273,嘉化能源,9.27,9.83%,24.20%,2.67亿
1221,688311,盟升电子,53.08,9.83%,104.86%,-1.13亿
1222,300901,中胤时尚,18.25,9.81%,17.71%,4732.64万
1223,601068,中铝国际,5.93,9.81%,13.85%,-8321.48万
1224,300782,卓胜微,82.4,9.81%,39.57%,3.92亿
1225,300092,科新机电,17.12,9.81%,56.04%,-1716.42万
1226,301588,美新科技,19.85,9.79%,29.62%,1905.42万
1227,605577,龙版传媒,14.02,9.79%,15.07%,1661.45万
1228,2212,天融信,9.87,9.79%,48.49%,2.15亿
1229,601595,上海电影,31.87,9.78%,27.49%,3.49亿
1230,600126,杭钢股份,8.87,9.78%,18.05%,3.24亿
1231,400,许继电气,29.0,9.77%,35.34%,-8475.39万
1232,601808,中海油服,15.29,9.76%,6.25%,1.41亿
1233,601228,广州港,3.6,9.76%,5.95%,1.53亿
1234,300860,锋尚文化,30.19,9.74%,52.20%,1287.67万
1235,603596,伯特利,56.89,9.74%,36.24%,-4.18亿
1236,2600,领益智造,16.9,9.74%,51.85%,-8.93亿
1237,2485,ST雪发,4.28,9.74%,11.64%,-2927.25万
1238,2179,中航光电,38.18,9.74%,42.48%,-10.61亿
1239,688061,灿瑞科技,35.63,9.73%,21.97%,-684.88万
1240,600236,桂冠电力,8.01,9.73%,3.88%,6877.39万
1241,300702,天宇股份,26.08,9.72%,13.88%,4424.23万
1242,2196,方正电机,15.01,9.72%,235.69%,-4.68亿
1243,688575,亚辉龙,15.71,9.71%,21.12%,3633.19万
1244,603331,百达精工,13.9,9.71%,94.44%,-1.21亿
1245,600570,恒生电子,32.89,9.71%,30.34%,5.07亿
1246,600489,中金黄金,25.64,9.71%,11.82%,6.92亿
1247,300696,爱乐达,30.76,9.70%,91.85%,-9269.48万
1248,688005,容百科技,37.35,9.69%,61.57%,1.46亿
1249,603727,博迈科,15.28,9.69%,19.20%,3504.12万
1250,2927,泰永长征,23.1,9.69%,99.69%,-2.79亿
1251,603726,朗迪集团,24.48,9.68%,73.10%,-3.03亿
1252,2675,东诚药业,14.84,9.68%,13.05%,3049.19万
1253,2088,鲁阳节能,11.67,9.68%,16.55%,-1.32亿
1254,603590,康辰药业,43.87,9.67%,32.05%,-9766.11万
1255,603258,电魂网络,20.31,9.67%,16.10%,1496.03万
1256,661,长春高新,103.5,9.67%,21.11%,2629.32万
1257,688226,威腾电气,40.88,9.66%,32.05%,428.06万
1258,301019,宁波色母,25.65,9.66%,47.48%,-1375.81万
1259,2970,锐明技术,53.7,9.66%,63.96%,1.00亿
1260,818,航锦科技,21.03,9.65%,32.36%,1.95亿
1261,1311,多利科技,32.29,9.64%,128.10%,-1.90亿
1262,2268,电科网安,22.29,9.64%,75.95%,-247.60万
1263,600871,石化油服,2.39,9.63%,16.07%,2.97亿
1264,923,河钢资源,23.22,9.63%,33.16%,1578.20万
1265,300480,光力科技,18.34,9.62%,59.25%,9047.59万
1266,601113,华鼎股份,4.79,9.61%,54.98%,-1.33亿
1267,300389,艾比森,17.68,9.61%,49.55%,-8990.56万
1268,301287,康力源,45.75,9.58%,107.27%,430.79万
1269,603956,威派格,6.98,9.58%,28.66%,4664.90万
1270,688030,山石网科,19.56,9.58%,13.81%,2932.58万
1271,301252,同星科技,33.25,9.56%,185.86%,-4861.07万
1272,300605,恒锋信息,17.43,9.55%,83.60%,6091.88万
1273,688786,悦安新材,30.56,9.53%,15.89%,2193.08万
1274,2467,二六三,6.55,9.53%,46.99%,2.53亿
1275,600611,大众交通,5.98,9.52%,41.12%,-1.49亿
1276,300703,创源股份,28.1,9.51%,70.65%,-2.02亿
1277,603901,永创智能,15.21,9.50%,26.76%,-2065.62万
1278,688301,奕瑞科技,112.02,9.49%,10.29%,2.22亿
1279,600728,佳都科技,7.04,9.49%,58.74%,-5.28亿
1280,600392,盛和资源,23.65,9.49%,40.70%,7.51亿
1281,301172,君逸数码,24.48,9.48%,53.69%,6256.77万
1282,300450,先导智能,55.65,9.48%,66.52%,1.29亿
1283,688563,航材股份,62.4,9.47%,86.30%,-1.35亿
1284,600686,金龙汽车,18.65,9.45%,30.64%,4949.84万
1285,688223,晶科能源,6.26,9.44%,16.43%,-3.31亿
1286,600571,信雅达,17.16,9.44%,37.69%,1.17亿
1287,603383,顶点软件,40.16,9.43%,33.12%,2.45亿
1288,2523,天桥起重,4.76,9.43%,45.85%,-2.38亿
1289,2431,棕榈股份,2.67,9.43%,37.32%,-2.57亿
1290,2103,广博股份,10.1,9.43%,68.51%,-4535.83万
1291,301559,中集环科,17.42,9.42%,66.48%,1679.36万
1292,3043,华亚智能,49.83,9.42%,23.64%,4080.73万
1293,2161,远望谷,7.9,9.42%,33.31%,9791.17万
1294,300199,翰宇药业,20.49,9.40%,56.60%,1.99亿
1295,600839,四川长虹,9.9,9.39%,34.78%,-5948.69万
1296,2010,传化智联,6.41,9.39%,18.84%,1059.61万
1297,301201,诚达药业,45.88,9.37%,92.57%,-2.60亿
1298,2985,北摩高科,34.32,9.37%,106.10%,1612.72万
1299,600307,酒钢宏兴,1.87,9.36%,15.42%,8757.81万
1300,688638,誉辰智能,39.06,9.35%,21.59%,-22.62万
1301,2182,宝武镁业,16.84,9.35%,46.27%,2.22亿
1302,688161,威高骨科,30.95,9.33%,3.95%,3563.08万
1303,601628,中国人寿,51.03,9.32%,0.91%,3.72亿
1304,600390,五矿资本,6.1,9.32%,14.97%,3.00亿
1305,2842,翔鹭钨业,15.95,9.32%,164.47%,-4.01亿
1306,300853,申昊科技,22.31,9.31%,30.45%,312.75万
1307,2965,祥鑫科技,41.69,9.31%,61.20%,1.50亿
1308,301512,智信精密,47.12,9.30%,39.06%,2599.62万
1309,301212,联盛化学,31.39,9.30%,22.43%,360.20万
1310,688355,明志科技,19.15,9.30%,12.46%,521.81万
1311,605081,*ST太和,10.82,9.29%,34.51%,-3968.41万
1312,688330,宏力达,40.1,9.29%,15.61%,1024.39万
1313,300743,天地数码,23.29,9.29%,51.33%,-5517.06万
1314,2090,金智科技,12.95,9.28%,49.23%,-1973.86万
1315,300641,正丹股份,19.45,9.27%,16.46%,1789.76万
1316,301383,天键股份,36.7,9.26%,68.64%,-2159.72万
1317,300008,天海防务,8.61,9.26%,144.09%,1.25亿
1318,301166,优宁维,32.5,9.24%,21.12%,1588.86万
1319,2708,光洋股份,14.19,9.24%,42.47%,1.26亿
1320,688489,三未信安,47.84,9.22%,11.60%,1026.95万
1321,301086,鸿富瀚,122.05,9.21%,48.19%,8628.69万
1322,600446,金证股份,17.2,9.21%,34.65%,2.27亿
1323,688177,百奥泰,25.76,9.20%,5.82%,-563.57万
1324,2940,昂利康,36.93,9.20%,56.37%,6352.78万
1325,688450,光格科技,30.19,9.19%,16.39%,-540.30万
1326,300295,三六五网,13.66,9.19%,52.66%,4034.84万
1327,688630,芯碁微装,146.92,9.18%,38.84%,7479.31万
1328,601567,三星医疗,24.98,9.18%,14.34%,-1.02亿
1329,601069,西部黄金,29.84,9.18%,28.62%,2.45亿
1330,301286,侨源股份,47.41,9.16%,25.43%,-378.63万
1331,601126,四方股份,35.15,9.16%,36.12%,9869.28万
1332,300710,万隆光电,32.3,9.16%,150.71%,-1.48亿
1333,600232,金鹰股份,8.47,9.15%,56.51%,-3306.99万
1334,300250,初灵信息,27.23,9.14%,142.34%,-1.87亿
1335,301277,新天地,12.91,9.13%,8.51%,1377.34万
1336,688517,金冠电气,17.45,9.13%,28.08%,-1499.91万
1337,301239,普瑞眼科,34.06,9.10%,15.05%,-1145.91万
1338,300573,兴齐眼药,74.8,9.10%,47.59%,1.71亿
1339,300233,金城医药,15.59,9.10%,26.95%,-2227.21万
1340,688337,普源精电,41.06,9.09%,17.73%,3011.11万
1341,601020,华钰矿业,29.76,9.09%,48.94%,1.37亿
1342,688378,奥来德,31.43,9.09%,31.72%,1.34亿
1343,300001,特锐德,28.79,9.09%,24.89%,-2.77亿
1344,688695,中创股份,29.54,9.08%,22.13%,1132.12万
1345,688370,丛麟科技,27.04,9.08%,28.60%,-1550.19万
1346,688003,天准科技,62.83,9.08%,31.91%,8535.68万
1347,603798,康普顿,16.34,9.08%,28.12%,-3199.88万
1348,600831,广电网络,4.58,9.05%,19.96%,-600.27万
1349,300595,欧普康视,16.39,9.05%,28.93%,1001.43万
1350,875,吉电股份,6.15,9.04%,17.28%,2.22亿
1351,301083,百胜智能,20.41,9.03%,60.13%,-6755.30万
1352,2277,友阿股份,7.85,9.03%,47.03%,-3.66亿
1353,2178,延华智能,6.88,9.03%,32.63%,4860.35万
1354,600645,中源协和,27.8,9.02%,25.39%,3429.69万
1355,301103,何氏眼科,21.3,9.01%,16.13%,1759.40万
1356,300758,七彩化学,14.04,9.01%,29.45%,3133.21万
1357,600373,中文传媒,10.05,9.00%,20.02%,1.94亿
1358,300572,安车检测,31.24,9.00%,45.24%,-2711.28万
1359,601512,中新集团,9.7,8.99%,10.19%,-1.47亿
1360,688351,微电生理,25.61,8.98%,45.39%,24.50万
1361,603887,城地香江,14.8,8.98%,27.11%,1.19亿
1362,603666,亿嘉和,32.54,8.98%,43.08%,-2301.55万
1363,300380,安硕信息,45.15,8.98%,48.49%,-1398.06万
1364,301002,崧盛股份,38.45,8.95%,120.42%,-1319.58万
1365,600935,华塑股份,2.68,8.94%,12.79%,-1.27亿
1366,300142,沃森生物,12.31,8.94%,23.88%,1.65亿
1367,600736,苏州高新,7.2,8.93%,94.47%,-4.97亿
1368,300998,宁波方正,24.08,8.91%,28.74%,4324.43万
1369,301211,亨迪药业,13.59,8.89%,17.82%,-1376.33万
1370,603192,汇得科技,25.85,8.89%,69.31%,-2.31亿
1371,807,云铝股份,33.21,8.89%,20.50%,3.75亿
1372,688449,联芸科技,50.77,8.88%,33.98%,-1.47亿
1373,688329,艾隆科技,23.17,8.88%,26.65%,1521.84万
1374,605198,安德利,39.83,8.88%,7.88%,1491.36万
1375,603232,格尔软件,25.15,8.87%,126.31%,-1.79亿
1376,600661,昂立教育,11.06,8.86%,24.48%,3138.68万
1377,2340,格林美,8.72,8.86%,65.01%,-15.96亿
1378,600219,南山铝业,5.78,8.85%,31.74%,-2.04亿
1379,600076,康欣新材,3.69,8.85%,42.65%,-1.55亿
1380,300211,*ST亿通,9.1,8.85%,15.79%,-1140.15万
1381,300683,海特生物,30.93,8.83%,37.83%,-825.17万
1382,300813,泰林生物,26.89,8.82%,47.67%,688.35万
1383,688216,气派科技,23.98,8.80%,15.64%,409.70万
1384,600784,鲁银投资,7.42,8.80%,38.68%,-7899.27万
1385,300557,理工光科,37.91,8.78%,74.61%,-2.07亿
1386,2382,蓝帆医疗,5.95,8.78%,15.10%,5011.86万
1387,603206,嘉环科技,18.6,8.77%,21.30%,1204.38万
1388,2421,达实智能,3.1,8.77%,41.52%,314.95万
1389,600558,大西洋,6.58,8.76%,49.41%,-1557.91万
1390,300311,ST任子行,4.84,8.76%,19.14%,682.74万
1391,2045,国光电器,15.27,8.76%,41.82%,4690.68万
1392,603281,江瀚新材,30.46,8.75%,12.09%,3220.26万
1393,600010,包钢股份,2.61,8.75%,27.43%,21.35亿
1394,300157,新锦动力,4.97,8.75%,52.59%,-1750.04万
1395,301522,上大股份,43.28,8.74%,116.59%,-2.47亿
1396,301199,迈赫股份,25.02,8.74%,67.00%,-6027.04万
1397,688166,博瑞医药,53.72,8.74%,18.20%,2.24亿
1398,300486,东杰智能,20.66,8.74%,63.53%,2.11亿
1399,2857,三晖电气,22.69,8.72%,51.27%,2789.34万
1400,301590,优优绿能,196.21,8.70%,85.34%,3755.08万
1401,300900,广联航空,38.12,8.70%,365.01%,5220.10万
1402,300473,德尔股份,31.62,8.70%,33.85%,4077.76万
1403,300074,华平股份,5.12,8.70%,43.39%,-4231.95万
1404,2152,广电运通,13.65,8.68%,23.82%,2.21亿
1405,688153,唯捷创芯,41.6,8.67%,16.22%,-847.22万
1406,301535,浙江华远,22.7,8.66%,109.08%,1.22亿
1407,2552,宝鼎科技,18.44,8.66%,24.69%,563.52万
1408,600115,中国东航,6.03,8.65%,7.79%,5.56亿
1409,300632,光莆股份,15.34,8.64%,92.39%,-7993.31万
1410,300516,久之洋,83.36,8.64%,122.28%,-1.34亿
1411,600590,泰豪科技,10.08,8.62%,62.87%,1.24亿
1412,301163,宏德股份,28.67,8.60%,29.34%,-389.77万
1413,600100,同方股份,9.47,8.60%,25.64%,4.20亿
1414,2237,恒邦股份,14.52,8.60%,42.78%,4243.60万
1415,601777,千里科技,11.63,8.59%,10.65%,1.77亿
1416,600735,ST新华锦,5.56,8.59%,39.12%,-1.12亿
1417,688206,概伦电子,38.53,8.57%,13.44%,3159.54万
1418,300289,利德曼,7.61,8.56%,23.48%,-412.73万
1419,2905,金逸影视,11.41,8.56%,49.29%,-4636.81万
1420,688045,必易微,41.25,8.55%,20.74%,-2834.86万
1421,300966,共同药业,21.59,8.55%,21.43%,950.13万
1422,300933,中辰股份,9.16,8.53%,44.52%,-1388.03万
1423,300789,唐源电气,23.55,8.53%,32.01%,-5304.80万
1424,300911,亿田智能,37.31,8.52%,20.96%,3938.55万
1425,600620,天宸股份,7.13,8.52%,32.02%,-1.57亿
1426,605599,菜百股份,17.32,8.52%,6.97%,2992.06万
1427,603927,中科软,20.71,8.49%,18.47%,1.61亿
1428,777,中核科技,28.0,8.49%,146.88%,-4.89亿
1429,301362,民爆光电,44.88,8.48%,28.19%,2265.93万
1430,739,普洛药业,17.79,8.48%,9.25%,-1.94亿
1431,2527,新时达,16.64,8.47%,87.84%,-8.79亿
1432,601601,中国太保,45.91,8.46%,6.70%,14.54亿
1433,2373,千方科技,12.96,8.45%,48.20%,-6651.20万
1434,738,航发控制,22.72,8.45%,41.37%,-2131.39万
1435,688018,乐鑫科技,177.62,8.44%,34.14%,2.48亿
1436,300518,新迅达,19.4,8.44%,84.30%,163.62万
1437,301056,森赫股份,16.35,8.42%,63.25%,13.49万
1438,301331,恩威医药,28.97,8.42%,15.16%,-1003.63万
1439,301259,艾布鲁,35.91,8.42%,48.59%,-1324.93万
1440,301082,久盛电气,19.82,8.42%,70.64%,8499.02万
1441,2019,亿帆医药,12.87,8.42%,18.04%,6870.39万
1442,605228,神通科技,15.88,8.40%,32.89%,-1.33亿
1443,603051,鹿山新材,22.1,8.39%,49.24%,4472.04万
1444,300880,迦南智能,19.27,8.38%,10.89%,2142.90万
1445,603811,诚意药业,11.51,8.38%,24.61%,1142.76万
1446,605136,丽人丽妆,12.05,8.36%,59.97%,165.72万
1447,300834,星辉环材,23.75,8.35%,15.20%,9986.04万
1448,600499,科达制造,14.8,8.35%,13.27%,2208.60万
1449,600409,三友化工,6.75,8.35%,32.00%,1.46亿
1450,300249,依米康,15.85,8.34%,65.00%,3121.83万
1451,2119,康强电子,18.05,8.34%,68.41%,5793.25万
1452,688597,煜邦电力,9.1,8.33%,15.96%,55.91万
1453,300111,向日葵,6.89,8.33%,62.55%,-1.28亿
1454,555,神州信息,18.08,8.33%,84.48%,-5.21亿
1455,2501,利源股份,2.74,8.30%,45.78%,-1.83亿
1456,688328,深科达,30.42,8.29%,57.93%,-2173.18万
1457,300027,华谊兄弟,2.35,8.29%,47.02%,1.23亿
1458,300407,凯发电气,12.42,8.28%,43.81%,-3144.52万
1459,2146,荣盛发展,1.7,8.28%,113.01%,-4.95亿
1460,301076,新瀚新材,47.5,8.27%,125.63%,-2.45亿
1461,603429,集友股份,10.73,8.27%,24.54%,6160.72万
1462,2462,嘉事堂,16.36,8.27%,87.27%,-7.94亿
1463,688041,海光信息,235.57,8.26%,11.48%,-2.98亿
1464,338,潍柴动力,19.0,8.26%,16.06%,6.41亿
1465,300158,振东制药,6.43,8.25%,34.12%,3464.83万
1466,603708,家家悦,13.14,8.24%,29.49%,-6031.84万
1467,688631,莱斯信息,71.51,8.23%,57.76%,-2541.96万
1468,301127,武汉天源,17.5,8.23%,36.90%,2557.24万
1469,300657,弘信电子,30.0,8.23%,47.68%,2.84亿
1470,688123,聚辰股份,140.5,8.22%,60.83%,-4.76亿
1471,300365,恒华科技,6.85,8.21%,31.73%,1460.10万
1472,301129,瑞纳智能,26.0,8.20%,26.34%,846.91万
1473,301095,广立微,76.91,8.20%,43.26%,-859.23万
1474,688779,五矿新能,8.19,8.19%,19.31%,-3485.22万
1475,300465,高伟达,21.26,8.19%,55.16%,1104.20万
1476,688403,汇成股份,17.99,8.18%,50.36%,8519.33万
1477,600807,济高发展,3.57,8.18%,75.56%,-9120.10万
1478,301033,迈普医学,75.25,8.18%,54.09%,-1.02亿
1479,600688,上海石化,2.91,8.18%,11.41%,1.28亿
1480,2123,梦网科技,13.51,8.17%,81.30%,2.16亿
1481,301075,多瑞医药,55.69,8.16%,19.03%,8810.83万
1482,601001,晋控煤业,14.44,8.16%,13.98%,1.38亿
1483,300061,旗天科技,11.27,8.16%,33.00%,6044.26万
1484,2458,益生股份,9.15,8.16%,18.14%,7892.50万
1485,688681,科汇股份,18.85,8.15%,16.69%,-39.39万
1486,688289,圣湘生物,20.69,8.15%,10.13%,1.28亿
1487,300818,耐普矿机,38.23,8.15%,39.74%,-9127.70万
1488,600583,海油工程,5.97,8.15%,14.78%,1.29亿
1489,300012,华测检测,14.61,8.14%,21.26%,-1510.13万
1490,893,亚钾国际,50.34,8.14%,14.68%,3.84亿
1491,635,英力特,9.7,8.14%,36.08%,-9803.35万
1492,2439,启明星辰,15.29,8.13%,27.02%,2.43亿
1493,603520,司太立,10.25,8.12%,24.46%,2046.68万
1494,533,顺钠股份,9.45,8.12%,100.46%,-1.58亿
1495,600226,亨通股份,5.6,8.11%,37.75%,-2.64亿
1496,810,创维数字,12.55,8.10%,18.60%,1.06亿
1497,688247,宣泰医药,10.69,8.09%,7.53%,-233.26万
1498,2030,达安基因,6.55,8.09%,15.02%,7031.95万
1499,300584,海辰药业,56.16,8.08%,67.76%,6862.13万
1500,2841,视源股份,42.13,8.08%,11.31%,1.24亿
1501,688103,国力电子,67.2,8.07%,22.32%,-4856.96万
1502,603678,火炬电子,39.52,8.07%,60.29%,-1.28亿
1503,603615,茶花股份,24.95,8.06%,14.58%,1083.72万
1504,600658,电子城,5.9,8.06%,28.74%,472.49万
1505,300440,运达科技,13.01,8.06%,18.77%,-36.10万
1506,301025,读客文化,11.02,8.04%,52.81%,2207.85万
1507,603829,洛凯股份,24.08,8.03%,47.25%,-8288.70万
1508,600623,华谊集团,8.07,8.03%,9.73%,6446.71万
1509,603456,九洲药业,19.65,8.03%,18.59%,623.74万
1510,601699,潞安环能,12.91,8.03%,13.66%,517.25万
1511,301390,经纬股份,36.29,8.01%,26.25%,43.50万
1512,600800,渤海化学,3.91,8.01%,47.87%,-2.83亿
1513,688468,科美诊断,8.09,8.01%,12.85%,660.65万
1514,300616,尚品宅配,15.24,8.01%,30.30%,-272.88万
1515,300381,溢多利,7.15,8.01%,19.27%,409.23万
1516,2952,亚世光电,21.3,8.01%,39.05%,1714.72万
1517,2642,荣联科技,8.76,8.01%,29.63%,7396.84万
1518,430,*ST张股,7.42,8.01%,16.86%,-1.38亿
1519,300603,立昂技术,10.53,8.00%,28.37%,2141.67万
1520,852,石化机械,7.83,8.00%,40.14%,-3617.55万
1521,301318,维海德,29.72,7.99%,20.89%,582.49万
1522,688256,寒武纪,1408.09,7.99%,21.75%,37.00亿
1523,301138,华研精机,41.9,7.99%,41.56%,-1797.36万
1524,601099,太平洋,4.46,7.99%,41.06%,3042.52万
1525,300132,青松股份,8.79,7.99%,52.31%,-5663.24万
1526,300995,奇德新材,41.52,7.98%,62.79%,-201.28万
1527,603036,如通股份,21.93,7.98%,24.67%,4771.81万
1528,600143,金发科技,20.17,7.98%,63.32%,-11.52亿
1529,688363,华熙生物,47.34,7.98%,10.32%,-6198.64万
1530,301320,豪江智能,18.15,7.97%,49.04%,-1791.96万
1531,300069,金利华电,18.82,7.97%,34.15%,-560.43万
1532,688006,杭可科技,31.91,7.95%,22.29%,-6473.74万
1533,688021,奥福科技,19.7,7.95%,14.98%,495.07万
1534,2795,永和智控,7.2,7.95%,96.61%,-1.71亿
1535,1367,海森药业,23.78,7.94%,33.89%,738.29万
1536,301015,百洋医药,25.83,7.94%,13.27%,-6890.46万
1537,300040,九洲集团,6.66,7.94%,31.20%,2354.13万
1538,688391,钜泉科技,30.64,7.93%,11.38%,4974.87万
1539,688737,中自科技,24.54,7.92%,20.20%,2712.31万
1540,688056,莱伯泰科,35.98,7.92%,8.17%,435.42万
1541,2988,豪美新材,39.63,7.92%,16.43%,7812.04万
1542,300606,金太阳,24.4,7.92%,102.09%,-1812.80万
1543,688371,菲沃泰,20.05,7.91%,8.57%,-2420.34万
1544,600764,中国海防,29.21,7.91%,24.17%,1.80亿
1545,600729,重庆百货,28.8,7.91%,54.37%,3.39亿
1546,688757,胜科纳米,29.08,7.90%,74.59%,-1675.69万
1547,688400,凌云光,45.3,7.88%,43.65%,-1.40亿
1548,301135,瑞德智能,29.45,7.88%,29.67%,1477.03万
1549,2355,兴民智通,6.71,7.88%,90.19%,-1.73亿
1550,2189,中光学,24.63,7.88%,25.23%,1.03亿
1551,2094,青岛金王,7.8,7.88%,78.29%,-3022.92万
1552,688185,康希诺,69.11,7.87%,15.76%,-4352.76万
1553,300976,达瑞电子,64.63,7.86%,48.43%,-2.04亿
1554,600644,乐山电力,10.84,7.86%,34.22%,4687.18万
1555,2031,巨轮智能,8.38,7.85%,103.00%,-2.83亿
1556,21,深科技,26.7,7.84%,67.67%,-6.18亿
1557,1339,智微智能,53.71,7.83%,48.53%,-4266.84万
1558,300077,国民技术,21.9,7.83%,37.65%,982.03万
1559,600107,ST尔雅,7.17,7.82%,19.04%,-5236.98万
1560,300348,长亮科技,15.45,7.82%,71.37%,1.10亿
1561,300748,金力永磁,37.14,7.81%,52.95%,-1.02亿
1562,628,高新发展,50.55,7.81%,65.46%,-4.60亿
1563,688620,安凯微,12.72,7.80%,41.77%,6128.00万
1564,688212,澳华内镜,47.7,7.80%,14.49%,1301.93万
1565,605155,西大门,18.66,7.80%,52.70%,-1.25亿
1566,603348,文灿股份,20.73,7.80%,13.45%,-4054.57万
1567,603236,移远通信,101.81,7.80%,40.02%,3.72亿
1568,2866,传艺科技,19.36,7.80%,94.98%,-2.30亿
1569,2378,章源钨业,16.44,7.80%,65.64%,-3.78亿
1570,688262,国芯科技,31.74,7.78%,49.74%,2.10亿
1571,300922,天秦装备,24.65,7.78%,70.22%,7006.89万
1572,603660,苏州科达,11.92,7.78%,65.40%,-1.24亿
1573,688085,三友医疗,19.12,7.78%,13.25%,-149.99万
1574,600403,大有能源,7.77,7.77%,28.75%,-1.63亿
1575,2765,蓝黛科技,13.04,7.77%,63.55%,2.41亿
1576,688628,优利德,34.02,7.76%,11.81%,38.15万
1577,300341,麦克奥迪,18.2,7.76%,19.86%,5524.97万
1578,2109,兴化股份,3.89,7.76%,13.36%,673.53万
1579,688026,洁特生物,17.38,7.75%,15.50%,-931.83万
1580,300384,三联虹普,17.11,7.75%,21.32%,1717.51万
1581,603619,中曼石油,25.32,7.74%,29.47%,-1.12亿
1582,600850,电科数字,32.91,7.73%,43.37%,8404.25万
1583,949,新乡化纤,6.0,7.72%,36.03%,-1.38亿
1584,601616,广电电气,4.19,7.71%,26.85%,5128.31万
1585,975,山金国际,26.97,7.71%,14.80%,3.70亿
1586,603400,华之杰,56.68,7.70%,56.35%,-3832.31万
1587,688130,晶华微,22.7,7.69%,19.82%,-344.22万
1588,600476,湘邮科技,16.94,7.69%,23.55%,1089.84万
1589,600909,华安证券,7.3,7.67%,31.89%,-2.69亿
1590,301197,工大科雅,21.36,7.66%,37.99%,1702.94万
1591,601678,滨化股份,4.64,7.66%,28.29%,-5126.58万
1592,605056,咸亨国际,18.44,7.65%,15.51%,1372.10万
1593,603511,爱慕股份,16.88,7.65%,6.01%,2450.86万
1594,600378,昊华科技,35.04,7.65%,11.03%,1.80亿
1595,2466,天齐锂业,62.36,7.65%,47.22%,1.27亿
1596,300277,海联讯,13.8,7.64%,32.86%,-1236.22万
1597,688060,云涌科技,45.4,7.63%,7.39%,266.38万
1598,603583,捷昌驱动,38.35,7.63%,24.68%,-4047.68万
1599,603396,金辰股份,36.42,7.62%,57.58%,-1.71亿
1600,600579,中化装备,8.91,7.61%,21.23%,-1.13亿
1601,2286,保龄宝,9.61,7.61%,37.53%,-5637.42万
1602,301078,孩子王,11.32,7.60%,52.65%,6168.06万
1603,688272,富吉瑞,30.72,7.60%,60.59%,3215.95万
1604,688633,星球石墨,25.34,7.60%,8.46%,1160.02万
1605,601975,招商南油,3.26,7.59%,30.16%,1.81亿
1606,300618,寒锐钴业,48.5,7.59%,54.37%,-7357.17万
1607,300858,科拓生物,18.03,7.58%,24.75%,1526.44万
1608,2950,奥美医疗,12.06,7.58%,22.40%,-237.94万
1609,603095,越剑智能,17.48,7.57%,44.84%,4829.98万
1610,603538,美诺华,21.18,7.57%,30.30%,-2209.67万
1611,600505,西昌电力,14.09,7.56%,24.58%,-930.95万
1612,300091,*ST金灵,3.13,7.56%,46.08%,1.49亿
1613,2318,久立特材,30.01,7.56%,15.74%,1249.96万
1614,603297,永新光学,112.02,7.54%,21.68%,9742.83万
1615,600178,东安动力,12.86,7.53%,39.01%,-2.57亿
1616,300252,金信诺,15.7,7.53%,134.88%,-2.80亿
1617,2180,纳思达,20.85,7.53%,20.04%,7928.33万
1618,300098,高新兴,6.58,7.52%,74.11%,8266.34万
1619,301108,洁雅股份,35.95,7.51%,21.97%,-2817.47万
1620,603616,韩建河山,5.59,7.50%,45.66%,324.25万
1621,300656,民德电子,24.07,7.50%,33.77%,8665.82万
1622,301323,新莱福,59.98,7.49%,36.26%,-7514.15万
1623,300275,梅安森,14.07,7.49%,73.42%,6813.83万
1624,2156,通富微电,40.32,7.49%,50.19%,-3.30亿
1625,1335,信凯科技,47.41,7.48%,140.75%,-9228.85万
1626,300558,贝达药业,51.03,7.48%,18.49%,-3995.33万
1627,2258,利尔化学,14.09,7.48%,31.03%,-8681.66万
1628,603267,鸿远电子,56.26,7.47%,52.95%,2.00亿
1629,300798,锦鸡股份,7.63,7.46%,21.49%,2435.26万
1630,2530,金财互联,11.09,7.46%,71.43%,2174.50万
1631,603612,索通发展,25.96,7.45%,45.74%,-709.97万
1632,600694,大商股份,19.76,7.45%,35.69%,-1786.60万
1633,603861,白云电器,13.3,7.43%,37.02%,-1.05亿
1634,300210,森远股份,10.12,7.43%,33.04%,-1178.43万
1635,1280,中国铀业,69.21,7.42%,175.64%,-5.06亿
1636,300730,科创信息,14.47,7.42%,66.32%,3897.67万
1637,2811,郑中设计,15.93,7.42%,23.71%,-1443.18万
1638,300541,先进数通,15.65,7.41%,51.05%,5882.98万
1639,300072,海新能科,5.08,7.40%,42.85%,-3.39亿
1640,2063,远光软件,6.53,7.40%,27.32%,1.85亿
1641,719,中原传媒,12.77,7.40%,14.96%,1.50亿
1642,159,国际实业,6.24,7.40%,88.60%,-1.59亿
1643,688193,仁度生物,52.14,7.39%,13.21%,1455.83万
1644,688511,*ST天微,29.5,7.39%,19.86%,-2242.54万
1645,300801,泰和科技,30.39,7.39%,116.03%,-2.55亿
1646,603229,奥翔药业,10.33,7.38%,12.54%,-653.39万
1647,300854,中兰环保,17.77,7.37%,45.33%,-4165.06万
1648,600649,城投控股,4.66,7.37%,16.07%,4775.82万
1649,688325,赛微微电,98.16,7.36%,17.43%,-5787.63万
