股票代码,股票名称,最新价,建议买入价,最新换手率%,近5日换手均值%,最新成交额,成交额放大倍数,5日涨跌幅%,20日涨跌幅%,距20日高点比,题材命中数,题材标签,综合分
sh.600900,长江电力,14.62,13.63,1.85,1.09,587653943.0,2.39,7.28,10.06,1.0,0,,48.73
sh.601600,中国铝业,5.33,5.02,3.2,4.21,1538156949.0,0.74,-1.84,9.0,0.962,0,,22.48
