板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
消费,2,5,0,9,6,5.0,9.0,+2.0
物流,2,1,0,0,5,1.0,5.0,-4.6
军工,2,0,0,0,1,0.0,4.0,+2.0
一带一路,1,2,0,0,1,2.0,4.0,NEW
人工智能,1,1,0,0,2,1.0,3.0,NEW
电力,1,1,0,0,0,1.0,3.0,NEW
医药,1,1,0,0,1,1.0,3.0,+1.0
食品,1,0,0,2,1,0.0,2.0,+5.0
国企改革,1,0,0,0,0,0.0,2.0,NEW
农业,1,0,0,1,1,0.0,2.0,NEW
