股票代码,股票名称,综合分
603828,*ST利达,79.32
600702,舍得酒业,79.2
600559,老白干酒,78.53
600009,上海机场,77.79
600276,恒瑞医药,76.93
002640,跨境通,76.62
000166,申万宏源,75.95
600269,赣粤高速,75.76
001317,三羊马,74.22
000988,华工科技,73.73
002594,比亚迪,73.01
601881,中国银河,72.97
000333,美的集团,72.63
000999,华润三九,72.47
603083,剑桥科技,72.38
600682,南京新百,72.35
600882,妙可蓝多,71.61
600016,民生银行,70.87
601838,成都银行,70.64
002003,伟星股份,70.25
600908,无锡银行,69.41
600690,海尔智家,68.65
601788,光大证券,68.24
000799,酒鬼酒,67.83
000977,浪潮信息,67.5
002384,东山精密,66.82
605179,一鸣食品,66.51
603316,诚邦股份,66.45
300814,中富电路,66.09
600015,华夏银行,65.61
600165,ST宁科,65.53
600919,江苏银行,64.75
601919,中远海控,63.76
000915,华特达因,62.2
300679,电连技术,61.61
300476,胜宏科技,61.22
603607,京华激光,61.19
002737,葵花药业,61.04
002936,郑州银行,60.51
601998,中信银行,60.1
