code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
000592,2026-08-17,2026-08-18,6.476,6.813,100,5.2,take_partial
603580,2026-08-17,2026-08-18,54.024,63.956,100,18.38,take_partial_final
300137,2026-08-17,2026-08-18,13.013,12.567,100,-3.42,trend_break
002903,2026-08-17,2026-08-18,30.02,29.76,100,-0.87,trend_break
605286,2026-08-17,2026-08-19,28.599,25.142,100,-12.09,stop_hard
000592,2026-08-17,2026-08-19,6.476,6.174,100,-4.67,trend_break
300427,2026-08-17,2026-08-19,7.027,6.384,100,-9.16,trend_break
001311,2026-08-17,2026-08-24,18.629,17.478,100,-6.17,stop_hard
000820,2026-08-17,2026-08-26,3.453,3.686,400,6.74,take_partial
000820,2026-08-17,2026-08-27,3.453,3.616,1100,4.72,take_partial_final
002538,2026-08-17,2026-08-31,7.327,7.133,200,-2.65,max_hold
603990,2026-08-17,2026-08-31,23.523,20.46,100,-13.03,stop_hard
000895,2026-08-17,2026-08-31,24.595,24.036,100,-2.27,trend_break
300290,2026-08-17,2026-08-31,6.006,5.914,300,-1.53,max_hold
