板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
一带一路,1,15,0,0,2,15.0,17.0,NEW
汽车,3,1,0,2,3,1.0,7.0,NEW
金融,2,3,0,0,2,3.0,7.0,NEW
人工智能,1,5,1,9,24,4.0,6.0,+2.0
消费,2,1,0,5,2,1.0,5.0,NEW
教育,1,1,0,1,1,1.0,3.0,NEW
化工,1,0,0,2,2,0.0,2.0,NEW
农业,1,0,0,2,2,0.0,2.0,NEW
