股票代码,股票名称,综合分
603816,顾家家居,75.82
000800,一汽解放,75.82
688658,悦康药业,75.63
600901,江苏金租,75.61
000090,天健集团,75.41
600835,上海机电,75.39
600061,国投资本,75.32
600817,宇通重工,75.24
603833,欧派家居,75.04
601298,青岛港,75.01
002137,实益达,74.98
601766,中国中车,74.84
601808,中海油服,74.79
603877,太平鸟,74.28
300218,安利股份,74.17
002659,凯文教育,74.16
600125,铁龙物流,74.11
603101,汇嘉时代,74.07
000860,顺鑫农业,73.89
001965,招商公路,73.57
300021,大禹节水,73.51
600585,海螺水泥,73.46
603167,渤海轮渡,73.36
600848,上海临港,73.26
600824,益民集团,73.17
000906,浙商中拓,73.13
603322,超讯科技,73.02
002991,甘源食品,73.01
000713,国投丰乐,72.99
000911,*ST广糖,72.97
688605,先锋精科,72.89
002911,佛燃能源,72.86
601500,通用股份,72.76
002352,顺丰控股,72.62
002507,涪陵榨菜,72.58
002067,景兴纸业,72.55
301232,飞沃科技,72.48
002573,清新环境,72.47
688225,亚信安全,72.47
601866,中远海发,72.45
