股票代码,股票名称,综合分
600905,三峡能源,75.43
600029,南方航空,74.29
601158,重庆水务,74.12
601669,中国电建,74.02
600528,中铁工业,73.71
601033,永兴股份,73.58
600874,创业环保,73.03
601868,中国能建,72.98
601377,兴业证券,72.98
600461,洪城环境,72.96
000538,云南白药,72.91
002981,朝阳科技,72.86
688538,和辉光电,72.81
601186,中国铁建,72.72
603053,成都燃气,72.72
603213,镇洋发展,72.68
600600,XD青岛啤,72.68
600023,浙能电力,72.65
603856,东宏股份,72.57
000958,电投产融,72.53
603508,思维列控,72.43
601200,上海环境,72.43
002039,黔源电力,72.43
000088,盐 田 港,72.29
301109,军信股份,72.28
600958,东方证券,72.07
600511,国药股份,72.04
000598,兴蓉环境,72.02
601878,浙商证券,72.02
601985,中国核电,71.91
601686,友发集团,71.86
600079,ST人福,71.82
000028,国药一致,71.71
600900,长江电力,71.69
002032,苏 泊 尔,71.6
600704,物产中大,71.6
603310,巍华新材,71.59
603109,神驰机电,71.56
601139,深圳燃气,71.52
000166,申万宏源,71.49
