股票代码,股票名称,命中策略数,来源策略,综合评分,权重,建议买入价,建议仓位%,建议金额,最新价,止损价(下轨),止盈价(上轨),MA20,stop_pct,因子分
600886,国投电力,1,Vol20,72.1,13.8,13.9819,5.0,5593.0,13.9819,12.297305688261826,13.778494311738172,13.037899999999999,0.04,15.0
600887,伊利股份,1,Vol20,71.6,13.8,26.03,5.0,5206.0,26.03,23.911595907265657,25.677404092734342,24.7945,0.04,15.0
600900,长江电力,1,Vol20,71.0,13.8,27.45,5.0,5490.0,27.45,25.321081914332723,27.751918085667278,26.5365,0.04,15.0
601169,北京银行,1,Vol20,66.2,13.8,5.03,5.0,5030.0,5.03,4.599398735668946,5.027601264331053,4.8134999999999994,0.04,10.5
000651,格力电器,1,Vol20,63.0,13.8,37.91,5.0,7582.0,37.91,34.79122628612015,37.693773713879835,36.24249999999999,0.04,15.0
002223,鱼跃医疗,2,PVCorr60/Skew60,63.0,8.7,27.41,5.0,5482.0,27.41,24.42541077431803,26.891589225681976,25.658500000000004,0.04,15.0
603766,隆鑫通用,1,PVCorr60,55.7,8.7,12.84,5.0,5136.0,12.84,11.230984441088868,13.27001555891113,12.250499999999999,0.0769,15.0
002373,千方科技,2,PVCorr60/Skew60,43.7,8.7,7.39,4.1,4434.0,7.39,6.844996206852306,7.706003793147692,7.275499999999999,0.0523,-4.3
600901,江苏金租,2,PVCorr20/PVCorr60,36.2,8.7,6.35,3.4,3810.0,6.35,5.834372775992993,6.2776272240070075,6.056,0.0444,2.2
300363,博腾股份,1,Skew60,31.0,4.2,18.76,3.0,3752.0,18.76,14.588096211805166,19.253903788194833,16.921,0.1087,15.0
600598,北大荒,4,PVCorr20/PVCorr60/Skew20/Skew60,30.3,8.7,11.43,2.9,3429.0,11.43,10.217045426610118,13.06595457338988,11.641499999999999,0.0941,-15.0
002774,快意电梯,1,PVCorr20,27.0,0.0,16.2,2.6,3240.0,16.2,12.651012535080424,16.34698746491958,14.499,0.12,15.0
688048,长光华芯,1,CVAmt60,26.9,0.0,426.51,2.6,42651.0,426.51,380.64191624802675,478.5880837519734,429.61500000000007,0.12,15.0
688498,源杰科技,1,CVAmt20,26.8,0.0,1825.98,2.6,182598.0,1825.98,1585.0320590171427,1902.5939409828575,1743.813,0.12,15.0
600641,先导基电,1,DistLo10,26.0,0.0,35.73,2.5,3573.0,35.73,33.56993328235807,46.90206671764194,40.236000000000004,0.12,15.0
300068,ST南都,1,PVCorr60,25.6,8.7,4.44,2.5,2664.0,4.44,3.9600764479222206,4.581923552077779,4.271,0.1141,-11.8
002384,东山精密,1,CVAmt60,25.1,0.0,268.8,2.5,26880.0,268.8,225.17744803347819,278.35755196652184,251.7675,0.12,15.0
600566,济川药业,1,Skew20,25.1,0.0,26.25,2.5,2625.0,26.25,22.127504446374406,25.840495553625598,23.984,0.083,14.2
600360,华微电子,1,DistLo10,23.1,0.0,12.88,2.3,2576.0,12.88,12.226376909509257,16.57862309049074,14.402499999999998,0.12,12.4
601728,中国电信,1,VRatio10_60,17.1,0.0,5.7294,1.9,2292.0,5.7294,5.046876691449191,5.70092330855081,5.373900000000001,0.0409,8.4
