板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
人工智能,2,2,0,1,22,2.0,6.0,+2.0
电力,1,4,0,2,2,4.0,6.0,+0.0
风电,1,4,0,2,2,4.0,6.0,NEW
机器人,1,2,0,0,10,2.0,4.0,NEW
航空机场,1,0,0,0,3,0.0,2.0,-2.0
建筑建材,1,0,0,0,3,0.0,2.0,NEW
