股票代码,股票名称,建议买入价,上涨满足率,抗跌满足率,对齐交易日,指数上涨日数(对齐后),指数下跌日数(对齐后),个股上涨日数(对齐后),个股下跌日数(对齐后)
600886,国投电力,25.54,0.9696969696969697,0.8181818181818182,66,33,33,32,32
600012,皖通高速,17.14,0.9090909090909091,0.8181818181818182,66,33,33,42,23
600754,锦江酒店,27.56,0.9696969696969697,0.7878787878787878,66,33,33,36,28
601966,玲珑轮胎,8.76,1.0,0.7575757575757576,66,33,33,33,28
601877,正泰电器,9.28,0.9696969696969697,0.7575757575757576,66,33,33,35,31
002379,宏桥控股,8.45,1.0,0.7272727272727273,66,33,33,32,32
600398,海澜之家,5.75,1.0,0.7272727272727273,66,33,33,30,33
600761,安徽合力,14.13,1.0,0.7272727272727273,66,33,33,33,28
601058,赛轮轮胎,9.96,1.0,0.7272727272727273,66,33,33,34,30
000157,中联重科,6.42,0.9696969696969697,0.7272727272727273,66,33,33,32,28
000862,银星能源,9.76,0.9696969696969697,0.7272727272727273,66,33,33,29,33
002511,中顺洁柔,11.31,0.9696969696969697,0.7272727272727273,66,33,33,30,35
600285,羚锐制药,22.34,0.9696969696969697,0.7272727272727273,66,33,33,31,33
600415,小商品城,14.78,0.9393939393939394,0.7272727272727273,66,33,33,33,31
600547,山东黄金,15.17,0.9393939393939394,0.7272727272727273,66,33,33,36,28
001380,华纬科技,8.97,0.9090909090909091,0.7272727272727273,66,33,33,35,28
002078,太阳纸业,8.97,0.9090909090909091,0.7272727272727273,66,33,33,35,28
600827,百联股份,16.0,0.8787878787878788,0.7272727272727273,66,33,33,33,33
