股票代码,股票名称,命中策略数,来源策略,综合评分,权重,建议买入价,建议仓位%,建议金额,最新价,止损价(下轨),止盈价(上轨),MA20,stop_pct,因子分
600039,四川路桥,2,PVCorr60/Skew60,68.1,8.7,8.31,5.0,5817.0,8.31,7.482790924478016,8.20020907552198,7.841499999999999,0.04,11.6
600900,长江电力,1,Vol20,67.4,13.8,27.05,5.0,5410.0,27.05,25.48296920525448,27.195030794745517,26.339,0.04,12.2
600887,伊利股份,1,Vol20,64.2,13.8,25.22,5.0,5044.0,25.22,23.950841653074992,25.61615834692501,24.7835,0.04,9.1
002958,青农商行,1,Vol20,63.8,13.8,2.8,5.0,5040.0,2.8,2.619895572532891,2.8431044274671082,2.7314999999999996,0.04,8.5
000651,格力电器,1,Vol20,62.0,13.8,36.69,5.0,7338.0,36.69,34.898539968961686,36.96746003103833,35.93300000000001,0.04,15.0
601169,北京银行,1,Vol20,61.1,13.8,4.8420000000000005,5.0,5326.0,4.8420000000000005,4.624963147038317,4.975036852961683,4.8,0.04,6.5
601985,中国核电,1,Vol20,60.4,13.8,8.74,5.0,5244.0,8.74,8.593388451804932,9.11461154819507,8.854000000000001,0.04,6.6
600886,国投电力,1,Vol20,60.3,13.8,12.9519,5.0,5181.0,12.9519,12.475593193009145,13.341206806990856,12.9084,0.04,6.1
002223,鱼跃医疗,2,PVCorr60/Skew60,54.0,8.7,25.31,5.0,5062.0,25.31,24.535730680590685,26.139269319409312,25.3375,0.0437,7.0
600905,三峡能源,2,Skew20/Vol20,43.3,13.8,3.689,3.8,4058.0,3.689,3.578730587406744,4.183269412593255,3.8809999999999993,0.04,-7.5
688153,唯捷创芯,1,Skew60,38.3,4.2,30.982999999999997,3.2,6197.0,30.982999999999997,29.22535166959976,32.63864833040024,30.932,0.0759,13.3
600598,北大荒,4,PVCorr20/PVCorr60/Skew20/Skew60,32.6,8.7,11.75,2.7,3525.0,11.75,9.994394753033864,14.725605246966138,12.360000000000001,0.0935,-15.0
300363,博腾股份,1,Skew60,30.0,4.2,17.54,2.4,3508.0,17.54,13.16165491303682,18.16734508696318,15.6645,0.0947,15.0
688249,晶合集成,1,VRatio10_60,27.0,0.0,58.51,2.1,5851.0,58.51,39.09297273627961,67.00202726372038,53.0475,0.0929,15.0
002371,北方华创,1,Skew20,26.9,0.0,802.32,2.1,80232.0,802.32,625.5717386132217,905.9820613867785,765.7769000000001,0.0931,15.0
688002,睿创微纳,1,CVAmt60,26.8,0.0,154.6,2.1,15460.0,154.6,129.53981589758658,158.2931841024134,143.91649999999998,0.087,15.0
688048,长光华芯,1,CVAmt60,26.4,0.0,413.99,2.1,41399.0,413.99,336.15977178225836,472.1412282177417,404.1505,0.12,15.0
002179,中航光电,1,DistLo10,26.3,0.0,41.22,2.1,4122.0,41.22,36.52293836865046,46.11206163134953,41.317499999999995,0.0821,15.0
002384,东山精密,1,CVAmt60,25.8,0.0,237.56,2.0,23756.0,237.56,211.58206408638756,277.36493591361244,244.4735,0.12,15.0
688515,裕太微,1,VRatio10_60,25.7,0.0,209.37,2.0,20937.0,209.37,176.5099311007097,272.6180688992903,224.564,0.12,15.0
603317,天味食品,1,PVCorr20,24.3,0.0,14.15,1.9,2830.0,14.15,13.04850284601002,14.371497153989985,13.710000000000003,0.095,13.4
300068,ST南都,1,PVCorr60,20.5,8.7,4.05,1.6,1620.0,4.05,3.7337746868886077,4.563225313111393,4.1485,0.12,-15.0
300493,润欣科技,1,Skew60,18.0,4.2,13.66,1.4,2732.0,13.66,13.331753743900313,14.919246256099692,14.125500000000002,0.0725,-2.4
002428,云南锗业,1,DistLo10,16.0,0.0,99.0,1.2,9900.0,99.0,86.31762448447276,128.11337551552722,107.21549999999999,0.12,15.0
603301,振德医疗,1,Skew20,16.0,0.0,89.79,1.2,8979.0,89.79,83.67983580124167,90.41016419875834,87.045,0.0499,15.0
300750,宁德时代,1,DistLo60,15.1,3.3,359.589,1.2,35959.0,359.589,368.1651598167038,406.71684018329614,387.441,0.0625,2.0
603766,隆鑫通用,1,PVCorr20,14.9,0.0,12.92,1.2,1292.0,12.92,11.121500266877373,13.286499733122628,12.204,0.0865,5.2
600919,江苏银行,1,CVAmt20,14.7,0.0,11.2268,1.1,2245.0,11.2268,10.63652315187324,11.605076848126759,11.1208,0.04,6.7
603257,中国瑞林,1,Skew20,9.4,0.0,67.54,0.8,6754.0,67.54,63.36988002708138,82.17011997291864,72.77000000000001,0.1013,8.4
300553,集智股份,1,Skew20,9.1,0.0,66.8,0.8,6680.0,66.8,60.234433953044594,80.9725660469554,70.6035,0.12,8.1
000400,许继电气,1,Skew60,7.3,4.2,20.2,0.6,2020.0,20.2,20.416961024836436,23.115938975163562,21.76645,0.0466,-9.6
603082,北自科技,1,VRatio10_60,6.2,0.0,36.48,0.6,3648.0,36.48,31.74925579262328,47.058744207376726,39.404,0.1128,5.2
600388,龙净环保,1,PVCorr20,6.0,0.0,16.16,0.6,1616.0,16.16,14.398244800792867,17.374755199207137,15.886500000000002,0.0696,-1.2
002057,中钢天源,1,DistLo10,5.7,0.0,10.78,0.5,1078.0,10.78,11.042845404406156,13.043754595593844,12.0433,0.12,4.7
000629,钒钛股份,1,DistLo10,5.7,0.0,3.11,0.5,622.0,3.11,3.0646313594962717,3.474368640503728,3.2695,0.0897,-1.4
002354,天娱数科,1,PVCorr20,5.4,0.0,8.02,0.5,802.0,8.02,7.061008830085433,9.834991169914568,8.448,0.12,4.4
002810,山东赫达,1,DistLo10,5.0,0.0,21.810000000000002,0.5,2181.0,21.810000000000002,22.091689901060022,26.14231009893998,24.117,0.1085,4.0
000422,湖北宜化,1,DistLo10,4.9,0.0,13.04,0.5,1304.0,13.04,12.805774696004878,14.761225303995118,13.783499999999998,0.1134,3.9
002812,恩捷股份,1,DistLo10,4.0,0.0,60.95,0.5,6095.0,60.95,61.190364118032136,71.61263588196786,66.4015,0.1173,-2.9
601766,中国中车,1,Skew20,1.4,0.0,5.29,0.3,529.0,5.29,5.029036250358451,5.6849637496415495,5.357,0.0432,0.4
