code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
600036,2026-06-02,2026-06-03,37.177,37.433,100,0.69,take_band
601818,2026-06-02,2026-06-03,3.063,3.047,2000,-0.53,trend_break
000088,2026-06-02,2026-06-03,4.387,4.329,1400,-1.34,trend_break
601658,2026-06-02,2026-06-03,4.92,4.88,1200,-0.81,trend_break
601128,2026-06-02,2026-06-03,6.443,6.303,900,-2.17,trend_break
603323,2026-06-02,2026-06-03,4.304,4.241,1400,-1.47,trend_break
601169,2026-06-02,2026-06-03,4.887,4.847,1300,-0.81,trend_break
600600,2026-06-02,2026-06-03,59.079,57.413,100,-2.82,trend_break
000001,2026-06-02,2026-06-03,10.631,10.619,600,-0.11,trend_break
601668,2026-06-02,2026-06-03,4.583,4.494,1600,-1.94,trend_break
600018,2026-06-02,2026-06-04,4.98,4.85,1100,-2.61,trend_break
600919,2026-06-02,2026-06-12,11.158,11.645,100,4.37,take_partial
601997,2026-06-02,2026-06-12,5.706,5.804,1000,1.73,take_band
600900,2026-06-02,2026-06-15,27.067,26.773,200,-1.09,max_hold
601916,2026-06-02,2026-06-15,2.932,2.946,2000,0.48,max_hold
600919,2026-06-02,2026-06-15,11.158,11.565,400,3.65,max_hold
