股票代码,股票名称,综合分
000004,,63.94
000893,亚钾国际,63.94
000926,福星股份,63.94
002667,*ST威领,63.94
002808,,63.94
002856,*ST美芝,63.94
002898,赛隆退,63.94
002981,朝阳科技,63.94
600027,华电国际,63.94
600461,洪城环境,63.94
600730,*ST高科,63.94
600791,京能置业,63.94
601811,新华文轩,63.94
601857,中国石油,63.94
603551,奥普科技,63.94
603778,国晟科技,63.94
603706,东方环宇,63.86
000651,格力电器,63.86
600585,海螺水泥,63.85
600600,XD青岛啤,63.83
603967,中创物流,63.81
601966,玲珑轮胎,63.81
000729,燕京啤酒,63.8
600299,安迪苏,63.79
600941,中国移动,63.76
601825,沪农商行,63.76
605336,*ST帅电,63.75
603180,金牌家居,63.74
600971,恒源煤电,63.74
002791,坚朗五金,63.73
603717,天域生物,63.7
600256,广汇能源,63.67
600900,长江电力,63.66
600104,上汽集团,63.66
600582,天地科技,63.65
600048,保利发展,63.65
600777,新潮能源,63.64
002027,分众传媒,63.64
603619,中曼石油,63.62
600969,郴电国际,63.61
