板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
汽车,2,0,0,1,5,0.0,4.0,NEW
消费,2,0,0,1,4,0.0,4.0,NEW
教育,2,0,1,14,35,-1.0,3.0,NEW
传媒,1,0,0,3,6,0.0,2.0,NEW
建筑建材,1,0,0,0,1,0.0,2.0,NEW
石油石化,1,0,0,0,0,0.0,2.0,NEW
