股票代码,股票名称,买入价格,买入日期,当前价格,持仓数量,最低价格,最高价格,当前盈亏,信号,止损价格,加仓价格
603466,风语筑,9.2,20251014,8.95,300,8.95,9.49,-75.0,未触发止损,8.648,3.9239999999999995
