股票代码,股票名称,综合分
000004,,83.07
002808,,83.07
002898,赛隆退,83.07
601658,邮储银行,74.67
601916,浙商银行,74.38
603167,渤海轮渡,74.33
601158,重庆水务,74.09
600900,长江电力,74.06
001227,兰州银行,73.98
601818,光大银行,73.94
601668,XD中国建,73.89
600036,招商银行,73.87
002958,青农商行,73.42
001213,中铁特货,73.4
000828,东莞控股,73.23
601169,北京银行,73.16
600741,华域汽车,73.16
601607,上海医药,72.95
601766,中国中车,72.95
600332,白云山,72.72
600479,千金药业,72.62
601128,常熟银行,72.46
601006,大秦铁路,72.45
600639,浦东金桥,72.38
002675,东诚药业,72.35
601816,京沪高铁,72.28
600919,江苏银行,72.21
601997,贵阳银行,72.06
000498,山东路桥,72.01
002839,张家港行,72.0
600035,楚天高速,71.96
600600,XD青岛啤,71.94
601228,XD广州港,71.83
000538,云南白药,71.75
600079,ST人福,71.72
600305,恒顺醋业,71.66
601860,紫金银行,71.63
601333,广深铁路,71.58
601328,交通银行,71.57
603235,天新药业,71.42
