股票代码,股票名称,综合分
000004,,100.0
002808,,100.0
002898,赛隆退,100.0
300986,志特新材,86.49
002788,鹭燕医药,84.97
688221,前沿生物,84.91
301230,泓博医药,82.91
600513,联环药业,82.74
688176,亚虹医药,82.53
002163,海南发展,82.47
301449,天溯计量,81.51
000592,平潭发展,81.33
605599,菜百股份,81.18
301257,普蕊斯,80.88
000036,华联控股,80.84
603696,安记食品,80.52
600761,安徽合力,80.23
600028,中国石化,80.22
300244,迪安诊断,80.15
300149,睿智医药,80.12
600765,中航重机,80.01
300189,神农种业,79.89
601808,中海油服,79.78
603122,合富中国,79.55
002038,双鹭药业,79.33
600838,上海九百,79.29
002228,合兴包装,79.22
600862,中航高科,79.17
300773,拉卡拉,78.84
300788,中信出版,78.8
600316,洪都航空,78.78
002083,孚日股份,78.75
300765,石药创新,78.74
600986,浙文互联,78.73
002548,金新农,78.52
301292,海科新源,78.47
603716,塞力医疗,78.28
600916,中国黄金,78.13
301636,泽润新能,78.0
003039,顺控发展,77.97
