板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
一带一路,2,4,0,0,1,4.8,8.8,NEW
人工智能,2,2,0,7,4,2.8,6.8,+2.8
石油石化,3,0,0,1,1,0.0,6.0,NEW
物流,1,3,0,1,11,3.0,5.0,NEW
航空机场,2,0,0,0,2,0.0,4.0,+0.0
军工,1,1,0,7,4,1.0,3.0,+1.0
通信,1,1,0,7,4,1.0,3.0,NEW
食品,1,0,0,1,4,0.0,2.0,NEW
