股票代码,股票名称,综合分
001206,依依股份,66.24
001267,汇绿生态,66.24
001389,广合科技,66.24
001896,豫能控股,66.24
002008,大族激光,66.24
002046,国机精工,66.24
002150,正泰电源,66.24
002222,福晶科技,66.24
002272,川润股份,66.24
002289,宇顺电子,66.24
002384,东山精密,66.24
002655,共达电声,66.24
002837,英维克,66.24
002851,麦格米特,66.24
002897,意华股份,66.24
002937,兴瑞科技,66.24
002965,祥鑫科技,66.24
002975,博杰股份,66.24
002980,华盛昌,66.24
002990,盛视科技,66.24
003009,中天火箭,66.24
003018,金富科技,66.24
300109,新开源,66.24
300131,英唐智控,66.24
300353,东土科技,66.24
301127,武汉天源,66.24
301160,翔楼新材,66.24
301191,菲菱科思,66.24
301230,泓博医药,66.24
301307,美利信,66.24
600246,万通发展,66.24
600601,方正科技,66.24
603067,振华股份,66.24
603083,剑桥科技,66.24
603211,晋拓股份,66.24
603256,宏和科技,66.24
603297,永新光学,66.24
603306,华懋科技,66.24
605178,时空科技,66.24
688479,友车科技,66.24
