股票代码,股票名称,建议买入价,上涨满足率,抗跌满足率,对齐交易日,指数上涨日数(对齐后),指数下跌日数(对齐后),个股上涨日数(对齐后),个股下跌日数(对齐后)
600971,恒源煤电,27.05,0.9393939393939394,0.8571428571428571,68,33,35,34,32
600887,伊利股份,28.96,0.9696969696969697,0.8285714285714286,68,33,35,36,32
600012,皖通高速,17.0,0.8181818181818182,0.8285714285714286,68,33,35,40,27
600398,海澜之家,6.07,1.0,0.7714285714285715,68,33,35,34,30
601919,中远海控,9.66,1.0,0.7714285714285715,68,33,35,36,32
603013,亚普股份,8.99,1.0,0.7714285714285715,68,33,35,32,31
000630,铜陵有色,9.94,0.9696969696969697,0.7714285714285715,68,33,35,33,33
002517,恺英网络,11.71,0.9696969696969697,0.7714285714285715,68,33,35,31,36
000885,城发环境,8.44,1.0,0.7428571428571429,68,33,35,31,34
600886,国投电力,15.09,1.0,0.7428571428571429,68,33,35,35,28
601107,四川成渝,10.35,1.0,0.7428571428571429,68,33,35,35,31
000157,中联重科,6.63,0.9696969696969697,0.7428571428571429,68,33,35,28,34
000887,中鼎股份,25.48,0.9696969696969697,0.7428571428571429,68,33,35,32,34
600054,黄山旅游,22.66,0.9696969696969697,0.7428571428571429,68,33,35,34,32
600521,华海药业,15.93,0.9393939393939394,0.7428571428571429,68,33,35,34,32
600699,均胜电子,20.36,0.9393939393939394,0.7428571428571429,68,33,35,35,33
600729,重百集团,15.81,0.9090909090909091,0.7428571428571429,68,33,35,36,30
000999,华润三九,10.27,0.8787878787878788,0.7428571428571429,68,33,35,37,28
600827,百联股份,17.38,0.8787878787878788,0.7428571428571429,68,33,35,36,32
000905,厦门港务,25.37,1.0,0.7142857142857143,68,33,35,32,34
002270,华明装备,8.43,1.0,0.7142857142857143,68,33,35,34,32
601952,XD苏垦农,15.31,1.0,0.7142857142857143,68,33,35,34,33
002532,天山铝业,5.99,0.9696969696969697,0.7142857142857143,68,33,35,33,33
600098,广州发展,25.85,0.9696969696969697,0.7142857142857143,68,33,35,33,34
600867,通化东宝,7.72,0.9696969696969697,0.7142857142857143,68,33,35,37,30
601058,赛轮轮胎,14.33,0.9696969696969697,0.7142857142857143,68,33,35,33,33
601038,一拖股份,5.66,0.9090909090909091,0.7142857142857143,68,33,35,29,38
601677,明泰铝业,10.97,0.7878787878787878,0.7142857142857143,68,33,35,35,31
601600,中国铝业,24.7,0.7575757575757576,0.7142857142857143,68,33,35,34,30
