code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
600535,2026-07-17,2026-07-17,15.916,15.365,300,-3.46,take_band
002141,2026-07-17,2026-07-17,5.956,6.034,600,1.31,take_band
600587,2026-07-17,2026-07-17,13.163,13.077,100,-0.66,take_band
300534,2026-07-17,2026-07-20,11.051,12.028,400,8.84,take_band
000566,2026-07-17,2026-07-20,5.686,4.585,800,-19.35,stop_hard
600415,2026-07-17,2026-07-20,10.721,10.849,300,1.2,take_band
002739,2026-07-17,2026-07-20,11.001,9.341,300,-15.09,stop_hard
600246,2026-07-17,2026-07-20,19.009,16.141,100,-15.09,stop_hard
601199,2026-07-17,2026-07-20,6.066,6.094,400,0.46,take_band
300149,2026-07-17,2026-07-21,10.711,9.095,400,-15.09,stop_hard
603725,2026-07-17,2026-07-21,13.954,11.788,200,-15.52,stop_hard
