板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
电力,1,5,0,1,4,5.0,7.0,NEW
农业,2,3,2,7,10,1.0,5.0,NEW
人工智能,2,1,0,0,1,1.0,5.0,NEW
教育,1,0,0,7,6,0.0,2.0,+0.0
消费,1,0,0,2,0,0.0,2.0,-2.0
