板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
人工智能,6,9,0,10,44,9.0,21.0,+17.0
工程机械,1,5,0,0,3,5.0,7.0,NEW
电力,2,0,0,1,1,0.0,4.0,-2.0
物流,1,0,0,0,3,0.0,2.0,NEW
计算机,1,0,0,1,1,0.0,2.0,-5.0
