股票代码,股票名称,综合分
605365,立达信,100.0
601288,农业银行,73.13
002891,中宠股份,71.65
601229,上海银行,67.92
601166,兴业银行,67.18
601398,工商银行,65.14
600436,片仔癀,61.37
601766,中国中车,59.38
601939,建设银行,58.72
601186,中国铁建,57.52
000596,古井贡酒,56.77
600900,长江电力,55.66
600809,山西汾酒,55.58
600085,同仁堂,54.07
603369,今世缘,53.58
603288,海天味业,53.19
600018,上港集团,51.12
601328,交通银行,50.64
600519,贵州茅台,49.53
000876,新 希 望,49.48
300570,太辰光,48.43
600036,招商银行,48.2
601658,邮储银行,48.05
300979,华利集团,48.05
600000,XD浦发银,47.94
301369,联动科技,47.16
601825,沪农商行,47.15
000963,华东医药,46.59
600104,上汽集团,46.0
002311,海大集团,44.99
002567,唐人神,44.99
603296,华勤技术,44.75
600984,建设机械,44.53
000568,泸州老窖,44.48
000001,平安银行,44.35
603567,珍宝岛,43.79
601916,浙商银行,43.72
601390,中国中铁,43.43
601988,中国银行,43.14
600941,中国移动,42.73
