板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
人工智能,1,6,0,0,5,6.8,8.8,+4.8
消费,2,2,0,2,3,2.0,6.0,NEW
农业,1,3,0,18,10,3.8,5.8,NEW
教育,1,3,0,18,10,3.8,5.8,NEW
物流,2,0,0,1,1,0.0,4.0,NEW
传媒,1,0,0,1,0,0.0,2.0,NEW
军工,1,0,0,1,1,0.0,2.0,+0.0
建筑建材,1,0,0,0,0,0.0,2.0,NEW
