板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
消费,1,6,1,1,9,5.8,7.8,-0.2
军工,2,0,0,0,1,0.0,4.0,+2.0
人工智能,1,2,0,1,5,2.0,4.0,+2.0
农业,1,0,0,0,1,0.0,2.0,+1.0
