信号日期,配比来源,市场状态,配比原因,boll权重(%),theme权重(%),relativity权重(%),cctv权重(%),cash权重(%),boll净收益率(%),theme净收益率(%),relativity净收益率(%),cctv净收益率(%),组合净收益率(%),组合资金(元),组合回撤(%)
20260401,手工默认配比,未启用自动,使用页面/参数输入的默认权重,40.0,25.0,20.0,10.0,5.0,0.0,-3.947,0.0,0.0,-0.987,99013.15,0.0
20260403,手工默认配比,未启用自动,使用页面/参数输入的默认权重,40.0,25.0,20.0,10.0,5.0,0.0,4.344,0.0,0.0,1.086,100088.33,0.0
20260407,手工默认配比,未启用自动,使用页面/参数输入的默认权重,40.0,25.0,20.0,10.0,5.0,0.0,0.627,0.0,0.0,0.157,100245.15,0.0
20260408,手工默认配比,未启用自动,使用页面/参数输入的默认权重,40.0,25.0,20.0,10.0,5.0,0.0,-0.067,0.0,0.0,-0.017,100228.43,-0.017
20260409,手工默认配比,未启用自动,使用页面/参数输入的默认权重,40.0,25.0,20.0,10.0,5.0,0.0,-1.577,0.0,0.0,-0.394,99833.38,-0.411
20260410,手工默认配比,未启用自动,使用页面/参数输入的默认权重,40.0,25.0,20.0,10.0,5.0,0.0,3.455,0.0,0.0,0.864,100695.69,0.0
