code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
600693,2026-08-04,2026-08-05,9.349,9.78,100,4.61,take_partial
300192,2026-08-04,2026-08-05,12.012,13.457,100,12.03,take_partial
300192,2026-08-04,2026-08-05,12.012,13.457,100,12.03,take_pct
600693,2026-08-04,2026-08-10,9.349,10.15,400,8.56,take_partial_final
600452,2026-08-04,2026-08-12,9.97,9.411,500,-5.61,trend_break
600585,2026-08-04,2026-08-14,18.328,17.343,200,-5.38,trend_break
600351,2026-08-04,2026-08-17,4.931,5.144,400,4.32,take_partial
600351,2026-08-04,2026-08-17,4.931,5.144,1000,4.32,max_hold
600529,2026-08-04,2026-08-17,20.07,19.141,200,-4.63,max_hold
600023,2026-08-04,2026-08-17,5.025,4.885,600,-2.78,max_hold
