股票代码,股票名称,买入价格,买入日期,当前价格,持仓数量,最低价格,最高价格,当前盈亏,当前浮亏,最大浮亏,目标浮亏,止损价格,信号,加仓价格
001387,雪祺电气,13.975,20250917,13.6,200,13.5,14.19,-75.0,75.0,94.99999999999993,139.75000000000009,13.27625,未触发止损,13.600624999999999
