股票代码,股票名称,建议买入价,动量分,20日收益%,60日收益%,MA20斜率%,距20日高点%
300105,龙源技术,10.2,45.55,49.34,49.34,20.02,-1.35
688046,药康生物,27.0,35.9,27.48,34.06,32.29,-12.9
603725,天安新材,13.48,24.25,12.71,35.89,11.34,-8.98
603118,共进股份,16.42,21.28,30.01,9.47,4.79,-0.18
688620,安凯微,15.4,14.63,7.09,15.18,24.14,-16.76
300643,万通智控,19.93,11.1,4.84,11.59,2.29,-4.55
