股票代码,股票名称,建议买入价
601598,中国外运,5.51
600223,福瑞达,7.19
600230,沧州大化,17.32
600196,复星医药,25.78
600801,华新建材,22.27
000887,中鼎股份,19.71
000915,华特达因,29.22
002746,仙坛股份,5.99
001205,盛航股份,15.8
002327,富安娜,6.39
601857,中国石油,9.61
603238,诺邦股份,17.8
600970,中材国际,9.96
600256,广汇能源,5.07
600031,三一重工,21.53
600894,广日股份,8.97
000729,燕京啤酒,11.75
601156,东航物流,17.46
600060,海信视像,22.27
600409,三友化工,6.95
000807,云铝股份,29.75
