板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
军工,1,1,0,14,3,1.0,3.0,+1.0
农业,1,1,0,14,3,1.0,3.0,NEW
人工智能,1,0,0,3,10,0.0,2.0,-2.0
