code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
603958,2026-08-21,2026-08-24,20.02,22.587,100,12.82,take_partial_final
688636,2026-08-21,2026-08-24,19.67,19.471,100,-1.01,trend_break
688218,2026-08-21,2026-08-24,39.94,40.38,100,1.1,trend_break
603317,2026-08-21,2026-08-24,14.705,13.317,100,-9.44,stop_hard
002820,2026-08-21,2026-08-26,9.509,9.93,100,4.42,take_partial
603001,2026-08-21,2026-08-26,8.158,8.192,200,0.41,take_band
600683,2026-08-21,2026-08-27,10.33,11.029,100,6.76,take_partial
002581,2026-08-21,2026-08-27,5.505,4.926,600,-10.53,stop_hard
002820,2026-08-21,2026-08-27,9.509,9.93,100,4.42,take_partial_final
603580,2026-08-21,2026-08-27,77.177,80.439,100,4.23,take_partial_final
600683,2026-08-21,2026-08-28,10.33,11.019,100,6.67,take_partial_final
300290,2026-08-21,2026-09-02,5.986,5.774,300,-3.54,max_hold
300854,2026-08-21,2026-09-02,17.948,17.642,100,-1.7,max_hold
