code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
300996,2026-07-30,2026-07-31,14.514,18.601,100,28.16,take_partial
000779,2026-07-30,2026-07-31,12.212,12.767,100,4.54,take_partial
600642,2026-07-30,2026-07-31,8.599,8.541,300,-0.66,trend_break
300996,2026-07-30,2026-07-31,14.514,18.601,100,28.16,take_pct
603556,2026-07-30,2026-07-31,24.925,26.963,100,8.18,take_partial_final
000779,2026-07-30,2026-08-03,12.212,13.247,200,8.47,take_partial_final
600012,2026-07-30,2026-08-05,17.728,16.294,200,-8.09,trend_break
603162,2026-07-30,2026-08-06,10.941,11.578,100,5.83,take_partial
603162,2026-07-30,2026-08-06,10.941,11.578,200,5.83,take_band
600000,2026-07-30,2026-08-11,9.269,9.201,200,-0.74,max_hold
600285,2026-07-30,2026-08-11,23.023,22.527,100,-2.15,max_hold
600064,2026-07-30,2026-08-11,7.758,7.562,300,-2.52,max_hold
601328,2026-07-30,2026-08-11,7.087,6.913,400,-2.46,max_hold
