股票代码,股票名称,最新价,建议买入价,最新换手率%,近5日换手均值%,最新成交额,成交额放大倍数,5日涨跌幅%,20日涨跌幅%,距20日高点比,题材命中数,题材标签,综合分
sh.601939,建设银行,9.27,9.19,1.14,1.22,1059927748.0,0.89,-1.33,5.81,0.981,1,金融,30.92
sh.601857,nan,5.37,5.37,0.83,0.92,999692900.0,0.77,-1.05,1.61,0.976,0,,17.14
