股票代码,股票名称,综合分
000004,,80.11
002808,,80.11
002898,赛隆退,80.11
600758,辽宁能源,79.95
300058,蓝色光标,79.84
601598,中国外运,79.83
000719,中原传媒,79.73
300183,东软载波,79.37
603950,长源东谷,79.34
300829,金丹科技,79.18
000677,ST海龙,79.16
688390,固德威,79.14
301202,朗威股份,78.87
603042,华脉科技,78.69
603706,东方环宇,78.59
601200,上海环境,78.26
601065,江盐集团,78.12
002523,天桥起重,77.82
002387,维信诺,77.58
601619,嘉泽新能,77.46
600702,舍得酒业,77.24
600712,南宁百货,77.2
603232,格尔软件,76.88
603880,南卫股份,76.77
002032,苏 泊 尔,76.61
600101,明星电力,76.61
600585,海螺水泥,76.21
600446,金证股份,76.08
301121,紫建电子,76.06
000917,电广传媒,75.79
600496,精工钢构,75.66
000581,威孚高科,75.51
002689,ST远智,75.14
600288,大恒科技,75.09
603392,万泰生物,75.0
002967,广电计量,74.48
688095,福昕软件,74.41
301696,三瑞智能,74.25
600693,东百集团,74.2
002210,飞马国际,74.06
