股票代码,股票名称,综合分
601288,农业银行,100.0
605368,蓝天燃气,100.0
600057,厦门象屿,89.01
600905,三峡能源,89.01
601598,中国外运,89.01
601658,邮储银行,89.01
601872,招商轮船,89.01
000895,双汇发展,72.51
600028,中国石化,72.51
600333,长春燃气,72.51
600784,鲁银投资,72.51
601139,深圳燃气,72.51
603071,物产环能,72.51
603318,水发燃气,72.51
603389,亚振家居,63.34
000088,盐 田 港,56.01
000883,湖北能源,56.01
002088,鲁阳节能,56.01
002197,证通电子,56.01
002905,金逸影视,56.01
002911,佛燃能源,56.01
600000,XD浦发银,56.01
600033,福建高速,56.01
600035,楚天高速,56.01
600269,赣粤高速,56.01
600313,农发种业,56.01
600388,龙净环保,56.01
600461,洪城环境,56.01
600737,中粮糖业,56.01
600749,西藏旅游,56.01
600755,厦门国贸,56.01
600803,新奥股份,56.01
600863,华能蒙电,56.01
600897,厦门空港,56.01
600900,长江电力,56.01
600916,中国黄金,56.01
600925,苏能股份,56.01
600987,航民股份,56.01
600997,开滦股份,56.01
601000,唐山港,56.01
