股票代码,股票名称,建议买入价
600801,,20.96
002159,,12.6
600060,,25.27
600674,,14.72
002003,,9.93
002746,,5.88
605183,,13.92
601083,,10.8
600585,,17.2
002215,,8.66
600004,,7.38
601098,,9.97
